State,Poll Type,Pollster,Start Date,End Date,Clinton,Trump,Clinton Adjusted,Trump Adjusted,Electoral Votes
Maine,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,33.3,35.15,41.22088,44.17237,16.0
Hawaii,now-cast,SurveyMonkey,10/25/2016,10/31/2016,51.0,32.0,49.684,32.56804,5.0
Georgia,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,31.01,39.72,38.42565,48.1619,159.0
Hawaii,now-cast,SurveyMonkey,10/24/2016,10/30/2016,52.0,31.0,50.67988,31.80593,5.0
New York,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,39.83,33.29,45.168009999999995,38.80839,62.0
New Jersey,now-cast,SurveyMonkey,10/24/2016,10/30/2016,55.0,34.0,53.65575,34.68152,21.0
Tennessee,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,34.21,44.33,39.541309999999996,49.84494,95.0
Florida,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,36.85,37.09,42.84417,45.8446,67.0
West Virginia,now-cast,SurveyMonkey,11/1/2016,11/7/2016,29.0,56.0,27.55467,55.36656,55.0
Tennessee,now-cast,SurveyMonkey,10/25/2016,10/31/2016,38.0,51.0,36.64416,51.39696,95.0
South Dakota,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,19.54,43.31,24.99125,49.95028,66.0
Missouri,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,34.37,33.32,42.00116,42.05076,115.0
New Hampshire,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,34.78,20.7,43.0462,30.549490000000002,10.0
Oklahoma,now-cast,SurveyMonkey,10/25/2016,10/31/2016,31.0,54.0,29.64009,54.3795,77.0
Idaho,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,25.88,36.13,33.616479999999996,46.01929000000001,44.0
New Jersey,now-cast,SurveyMonkey,10/20/2016,10/28/2016,54.0,34.0,52.57755,35.34869000000001,21.0
Virginia,now-cast,SurveyMonkey,10/25/2016,10/31/2016,48.0,38.0,46.642720000000004,38.39079,134.0
Nevada,now-cast,SurveyMonkey,10/30/2016,11/6/2016,44.0,43.0,42.612790000000004,42.41602,17.0
Oregon,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,48.72,25.47,54.074690000000004,33.409620000000004,36.0
Hawaii,now-cast,SurveyMonkey,10/20/2016,10/28/2016,49.0,31.0,47.59474,32.53226,5.0
Wyoming,now-cast,SurveyMonkey,11/1/2016,11/7/2016,21.0,60.0,19.557779999999998,59.368159999999996,23.0
California,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,43.75,26.11,51.52657,35.58855,58.0
West Virginia,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,33.35,44.26,38.79555,50.87583,55.0
Kansas,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,41.3,29.59,48.95637,38.26713,105.0
West Virginia,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,19.42,35.52,27.06001,44.175779999999996,55.0
Mississippi,now-cast,SurveyMonkey,10/28/2016,11/3/2016,40.0,49.0,38.62474,48.71399,82.0
New York,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,42.53,29.4,49.842,37.913129999999995,62.0
Kentucky,now-cast,SurveyMonkey,8/9/2016,9/1/2016,29.0,52.0,31.13209,57.34808,120.0
South Dakota,now-cast,SurveyMonkey,10/25/2016,10/31/2016,27.0,53.0,25.665129999999998,53.48701,66.0
Mississippi,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,17.14,54.84,24.33362,62.91315,82.0
Montana,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,27.78,28.31,33.44003,37.32725,56.0
Hawaii,now-cast,SurveyMonkey,10/26/2016,11/1/2016,51.0,30.0,49.69624,30.334659999999996,5.0
New Hampshire,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,46.18,21.23,53.17309,30.49297,10.0
Georgia,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,33.26,42.1,38.66379000000001,50.203309999999995,159.0
Illinois,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,37.07,30.39,42.410059999999994,38.13129,102.0
North Dakota,now-cast,SurveyMonkey,10/20/2016,10/28/2016,31.0,54.0,29.592440000000003,55.50776,53.0
Rhode Island,now-cast,SurveyMonkey,10/17/2016,10/25/2016,49.0,37.0,47.597559999999994,39.28229,5.0
North Dakota,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,17.44,39.19,25.2708,48.09478,53.0
Louisiana,now-cast,SurveyMonkey,10/17/2016,10/25/2016,38.0,53.0,36.54087,54.48619,64.0
Arizona,now-cast,SurveyMonkey,10/29/2016,11/4/2016,44.0,43.0,42.670809999999996,42.65553,15.0
Tennessee,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,31.36,42.27,36.790279999999996,48.82022,95.0
Indiana,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,36.14,33.29,43.339729999999996,41.64164,92.0
Iowa,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,36.2,29.81,43.61291,38.468270000000004,99.0
Pennsylvania,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,37.4,37.06,44.04289,45.5871,67.0
Arizona,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,40.02,30.69,45.658409999999996,39.54911,15.0
Florida,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,34.29,41.33,41.55761,49.779270000000004,67.0
North Carolina,now-cast,SurveyMonkey,10/26/2016,11/1/2016,49.0,42.0,47.64214000000001,42.15182,100.0
New York,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,43.02,31.27,49.74488,39.96938,62.0
Illinois,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,36.05,32.23,41.67269,40.97419,102.0
California,now-cast,SurveyMonkey,10/28/2016,11/3/2016,56.0,29.0,54.67361,28.80229000000001,58.0
West Virginia,now-cast,SurveyMonkey,8/9/2016,9/1/2016,27.0,52.0,29.261509999999998,57.56929,55.0
New Mexico,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,42.32,28.46,50.121179999999995,37.41864,33.0
Michigan,now-cast,SurveyMonkey,10/30/2016,11/6/2016,44.0,42.0,42.61452,41.41706,83.0
Iowa,now-cast,SurveyMonkey,11/1/2016,11/7/2016,38.0,47.0,36.55981,46.369209999999995,99.0
Hawaii,now-cast,SurveyMonkey,10/18/2016,10/26/2016,49.0,33.0,47.57672,34.89693,5.0
Wyoming,now-cast,SurveyMonkey,10/24/2016,10/30/2016,23.0,62.0,21.6606,62.7065,23.0
Idaho,now-cast,SurveyMonkey,10/28/2016,11/3/2016,30.0,49.0,28.6821,48.81763,44.0
Nevada,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,30.03,41.46,37.66517,51.17335,17.0
South Carolina,now-cast,SurveyMonkey,10/20/2016,10/28/2016,43.0,46.0,41.55121,47.06747,46.0
Maine,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,41.52,26.58,46.99691,33.33047,16.0
Montana,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,32.36,33.33,40.28049,43.03199,56.0
Pennsylvania,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,36.18,35.21,43.81505,44.46885,67.0
Connecticut,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,41.81,26.61,49.48503,36.87968,8.0
Nevada,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,33.96,34.44,41.25122,42.92324,17.0
Nebraska,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,29.03,38.05,36.36784,46.60029,93.0
West Virginia,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,26.82,45.26,32.26157,53.79461,55.0
Wisconsin,now-cast,SurveyMonkey,10/24/2016,10/30/2016,45.0,41.0,43.65847,41.69551,72.0
Alabama,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,19.61,54.78,25.17749,63.120380000000004,67.0
Iowa,now-cast,SurveyMonkey,10/25/2016,10/31/2016,40.0,45.0,38.66773,45.4982,99.0
Maine,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,33.34,27.83,41.41479,37.15537,16.0
Washington,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,43.87,24.3,51.79347,33.42256,39.0
Utah,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,21.91,32.4,29.27668,40.99178,29.0
Missouri,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,37.17,32.83,44.83611,42.13708,115.0
Nevada,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,32.23,33.54,39.8063,42.11262,17.0
Vermont,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,55.01,14.83,60.37811,22.95169,14.0
Utah,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,15.11,21.41,20.75545,30.3206,29.0
Ohio,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,30.73,35.27,38.355779999999996,44.96705,88.0
Idaho,now-cast,SurveyMonkey,10/30/2016,11/6/2016,29.0,47.0,27.6222,46.42168,44.0
Idaho,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,23.38,33.65,29.02798,42.579159999999995,44.0
Washington,now-cast,SurveyMonkey,8/9/2016,9/1/2016,41.0,31.0,43.40347,36.81193,39.0
Nebraska,now-cast,SurveyMonkey,8/9/2016,9/1/2016,32.0,42.0,34.25033,47.55017,93.0
Iowa,now-cast,SurveyMonkey,10/27/2016,11/2/2016,37.0,47.0,35.6872,47.039120000000004,99.0
Connecticut,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,40.38,33.37,45.8354,42.06245,8.0
Kentucky,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,33.81,36.79,39.14805,44.50396,120.0
Kansas,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,40.04,26.88,47.75721,36.735820000000004,105.0
Maryland,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,48.83,23.09,55.47875,31.629409999999996,24.0
District of Columbia,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,43.22,28.46,51.301320000000004,37.69177,1.0
Rhode Island,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,57.33,13.05,63.05511,22.54325,5.0
Tennessee,now-cast,SurveyMonkey,10/20/2016,10/28/2016,38.0,51.0,36.56674,52.233259999999994,95.0
Utah,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,22.29,32.4,30.012859999999996,42.26564000000001,29.0
Ohio,now-cast,SurveyMonkey,10/18/2016,10/26/2016,40.0,45.0,38.5557,46.61183,88.0
West Virginia,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,24.58,47.56,29.92705,55.39603,55.0
Alabama,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,20.38,56.12,25.78239,62.550509999999996,67.0
Kentucky,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,36.67,32.51,44.35093,41.840090000000004,120.0
Mississippi,now-cast,SurveyMonkey,10/18/2016,10/26/2016,42.0,50.0,40.5289,51.24828,82.0
Oregon,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,45.18,26.09,52.83647,36.323840000000004,36.0
Virginia,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,39.32,31.71,44.650420000000004,37.22448,134.0
Virginia,now-cast,SurveyMonkey,10/27/2016,11/2/2016,48.0,40.0,46.66048,39.97213,134.0
New Mexico,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,37.35,25.97,44.92475,36.04603,33.0
Florida,now-cast,SurveyMonkey,11/1/2016,11/7/2016,47.0,45.0,45.5484,44.36333,67.0
Tennessee,now-cast,SurveyMonkey,8/9/2016,9/1/2016,31.0,51.0,33.12028,56.327890000000004,95.0
Virginia,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,43.11,31.39,48.4463,39.08029000000001,134.0
Pennsylvania,now-cast,SurveyMonkey,10/30/2016,11/6/2016,47.0,42.0,45.60283,41.41005,67.0
Louisiana,now-cast,SurveyMonkey,11/1/2016,11/7/2016,38.0,52.0,36.5317,51.35472,64.0
New York,now-cast,SurveyMonkey,8/9/2016,9/1/2016,51.0,31.0,53.22009,36.498490000000004,62.0
Delaware,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,25.92,23.36,33.18267,31.80217,3.0
Tennessee,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,24.83,41.48,32.251670000000004,51.26042,95.0
North Carolina,now-cast,SurveyMonkey,10/24/2016,10/30/2016,47.0,43.0,45.628609999999995,43.54152,100.0
Iowa,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,36.29,30.31,44.22511,39.6871,99.0
Arkansas,now-cast,SurveyMonkey,10/24/2016,10/30/2016,37.0,53.0,35.64083,53.604530000000004,75.0
Delaware,now-cast,SurveyMonkey,10/25/2016,10/31/2016,50.0,38.0,48.6487,38.4165,3.0
Mississippi,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,20.26,56.57,27.56685,64.86607,82.0
Wisconsin,now-cast,SurveyMonkey,10/17/2016,10/25/2016,43.0,41.0,41.56715,42.85519,72.0
Maryland,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,43.47,26.86,50.9509,35.30811,24.0
Arizona,now-cast,SurveyMonkey,8/9/2016,9/1/2016,37.0,39.0,39.24603,44.54282,15.0
Florida,now-cast,SurveyMonkey,10/26/2016,11/1/2016,47.0,44.0,45.66016,44.21273,67.0
Oregon,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,40.19,28.11,47.93644000000001,36.90468,36.0
Washington,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,42.92,25.27,50.388659999999994,34.00848,39.0
New Jersey,now-cast,SurveyMonkey,10/17/2016,10/25/2016,52.0,36.0,50.565329999999996,37.82974,21.0
Florida,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,34.48,38.4,41.94641,48.26681,67.0
Florida,now-cast,SurveyMonkey,8/9/2016,9/1/2016,42.0,40.0,44.16811,45.40965,67.0
Vermont,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,43.99,18.62,51.9235,27.658820000000002,14.0
Massachusetts,now-cast,SurveyMonkey,10/29/2016,11/4/2016,55.0,29.0,53.72166,28.72232,14.0
Maine,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,42.82,41.51,48.94283,50.78318,16.0
Alaska,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,37.32,33.15,42.67585,41.10535,29.0
Massachusetts,now-cast,SurveyMonkey,11/1/2016,11/7/2016,56.0,30.0,54.58373,29.38155,14.0
Virginia,now-cast,SurveyMonkey,10/26/2016,11/1/2016,49.0,39.0,47.65328,39.189479999999996,134.0
Wyoming,now-cast,SurveyMonkey,10/26/2016,11/1/2016,21.0,62.0,19.6759,62.2659,23.0
Minnesota,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,34.49,25.54,42.31281,34.52763,87.0
New York,now-cast,SurveyMonkey,11/1/2016,11/7/2016,57.0,32.0,55.55189,31.365129999999997,62.0
Minnesota,now-cast,SurveyMonkey,10/17/2016,10/25/2016,47.0,36.0,45.56837,37.87239,87.0
Ohio,now-cast,SurveyMonkey,10/28/2016,11/3/2016,41.0,46.0,39.66923,45.79438,88.0
Massachusetts,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,48.64,23.46,56.90485,33.6966,14.0
Missouri,now-cast,SurveyMonkey,10/20/2016,10/28/2016,37.0,48.0,35.56655,49.23126,115.0
Connecticut,now-cast,SurveyMonkey,10/24/2016,10/30/2016,51.0,39.0,49.66949,39.75235,8.0
New Mexico,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,35.4,28.14,41.43306,37.051359999999995,33.0
Indiana,now-cast,SurveyMonkey,11/1/2016,11/7/2016,35.0,52.0,33.543079999999996,51.36058,92.0
Indiana,now-cast,SurveyMonkey,10/18/2016,10/26/2016,35.0,50.0,33.54891,51.51974000000001,92.0
Illinois,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,38.96,29.27,44.390859999999996,37.68234,102.0
North Carolina,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,30.2,39.03,37.78739,47.91099000000001,100.0
Wisconsin,now-cast,SurveyMonkey,10/30/2016,11/6/2016,44.0,43.0,42.62128,42.42113,72.0
Oregon,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,42.32,29.77,50.21059,38.84848,36.0
Connecticut,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,43.88,26.51,51.709179999999996,36.56028,8.0
New York,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,37.34,28.83,45.15071,38.02962,62.0
Mississippi,now-cast,SurveyMonkey,10/30/2016,11/6/2016,41.0,50.0,39.57635,49.39414,82.0
Minnesota,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,35.74,30.31,41.389340000000004,39.24902,87.0
California,now-cast,SurveyMonkey,10/29/2016,11/4/2016,56.0,30.0,54.66834,29.652279999999998,58.0
Pennsylvania,now-cast,SurveyMonkey,10/20/2016,10/28/2016,47.0,42.0,45.56427,43.206959999999995,67.0
Nevada,now-cast,SurveyMonkey,10/8/2016,10/16/2016,40.0,44.0,38.84299,46.637859999999996,17.0
South Dakota,now-cast,SurveyMonkey,10/18/2016,10/26/2016,32.0,53.0,30.56459000000001,54.732409999999994,66.0
Washington,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,43.16,26.71,48.827529999999996,35.7821,39.0
New Hampshire,now-cast,SurveyMonkey,8/9/2016,9/1/2016,40.0,34.0,42.6526,40.23774,10.0
Washington,now-cast,SurveyMonkey,10/24/2016,10/30/2016,53.0,34.0,51.6708,34.75911,39.0
California,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,47.95,26.85,53.3876,35.33924000000001,58.0
Delaware,now-cast,SurveyMonkey,10/29/2016,11/4/2016,51.0,36.0,49.66132,35.64307,3.0
Oklahoma,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,21.6,44.62,29.19523,53.30259,77.0
Oklahoma,now-cast,SurveyMonkey,8/9/2016,9/1/2016,26.0,49.0,28.082690000000003,54.26364,77.0
Minnesota,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,35.35,31.38,40.693709999999996,36.90133,87.0
New Jersey,now-cast,SurveyMonkey,10/29/2016,11/4/2016,53.0,37.0,51.672670000000004,36.65797,21.0
Massachusetts,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,46.3,24.67,51.79242,31.48708,14.0
District of Columbia,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,47.91,19.37,53.404819999999994,26.19738,1.0
Georgia,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,27.58,44.61,34.9287,53.82583,159.0
North Carolina,now-cast,SurveyMonkey,10/17/2016,10/25/2016,47.0,43.0,45.54721,44.575179999999996,100.0
Maryland,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,47.49,24.96,53.1009,33.61795,24.0
New Mexico,now-cast,SurveyMonkey,10/18/2016,10/26/2016,42.0,34.0,40.562490000000004,35.70394,33.0
Ohio,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,31.5,37.21,36.84182,44.97509,88.0
Indiana,now-cast,SurveyMonkey,10/30/2016,11/6/2016,35.0,52.0,33.602909999999994,51.410090000000004,92.0
Kentucky,now-cast,SurveyMonkey,10/29/2016,11/4/2016,36.0,54.0,34.6579,53.638569999999994,120.0
Illinois,now-cast,SurveyMonkey,10/26/2016,11/1/2016,52.0,35.0,50.65937,35.21005,102.0
Virginia,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,40.71,31.13,46.13509000000001,39.47652,134.0
Wisconsin,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,41.21,28.69,46.658409999999996,35.31808,72.0
Virginia,now-cast,SurveyMonkey,11/1/2016,11/7/2016,49.0,41.0,47.5443,40.36122,134.0
New Hampshire,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,34.66,34.38,42.838390000000004,43.84424,10.0
Wisconsin,now-cast,SurveyMonkey,8/9/2016,9/1/2016,39.0,37.0,41.2879,42.61439,72.0
North Dakota,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,26.18,48.14,31.64685,54.84729,53.0
Alabama,now-cast,SurveyMonkey,11/1/2016,11/7/2016,36.0,55.0,34.52791,54.352759999999996,67.0
Oregon,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,38.78,28.36,46.75,37.78688,36.0
Arizona,now-cast,SurveyMonkey,10/27/2016,11/2/2016,43.0,43.0,41.67655,43.012409999999996,15.0
Missouri,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,37.53,34.42,42.95625,42.77968,115.0
Iowa,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,35.57,33.72,40.915929999999996,39.24248,99.0
New York,now-cast,SurveyMonkey,10/30/2016,11/6/2016,58.0,31.0,56.615030000000004,30.417370000000002,62.0
Mississippi,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,25.02,52.3,30.329890000000002,57.80389,82.0
Alaska,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,23.23,47.41,28.57927,52.9342,29.0
Minnesota,now-cast,SurveyMonkey,10/29/2016,11/4/2016,46.0,38.0,44.67751,37.664320000000004,87.0
Indiana,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,29.21,35.57,36.88231,44.57215,92.0
Nebraska,now-cast,SurveyMonkey,10/30/2016,11/6/2016,34.0,52.0,32.61782,51.41904,93.0
Massachusetts,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,48.34,23.72,53.82776,32.78197,14.0
Alaska,now-cast,SurveyMonkey,10/24/2016,10/30/2016,39.0,47.0,37.66915,47.7506,29.0
Alaska,now-cast,SurveyMonkey,10/30/2016,11/6/2016,31.0,47.0,29.63052,46.42668,29.0
Wyoming,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,21.3,42.45,29.16335,52.06328,23.0
Delaware,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,41.23,30.04,48.77391,38.57034,3.0
Maryland,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,45.83,24.29,53.47485,33.56407,24.0
Ohio,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,35.03,38.18,40.36574,43.69722,88.0
Delaware,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,34.1,31.69,41.81232,41.06881,3.0
Oklahoma,now-cast,SurveyMonkey,10/18/2016,10/26/2016,31.0,55.0,29.5485,56.5141,77.0
Alabama,now-cast,SurveyMonkey,10/30/2016,11/6/2016,36.0,54.0,34.58204,53.39756,67.0
West Virginia,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,27.41,50.21,33.43553,59.09098,55.0
Colorado,now-cast,SurveyMonkey,10/18/2016,10/26/2016,45.0,38.0,43.56632000000001,39.755829999999996,64.0
Florida,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,30.85,41.04,38.53264,49.83976,67.0
Wisconsin,now-cast,SurveyMonkey,11/1/2016,11/7/2016,44.0,42.0,42.55644,41.367470000000004,72.0
Montana,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,32.1,40.84,38.15957,49.85821,56.0
New Mexico,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,43.05,22.73,49.81449,31.51261,33.0
Colorado,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,36.23,28.93,44.08747,37.9641,64.0
Wyoming,now-cast,SurveyMonkey,10/25/2016,10/31/2016,22.0,62.0,20.66445,62.4841,23.0
Massachusetts,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,52.83,18.93,58.55141,28.39614000000001,14.0
Illinois,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,38.27,31.55,43.60405,37.06635,102.0
South Carolina,now-cast,SurveyMonkey,8/9/2016,9/1/2016,38.0,45.0,39.91607,49.97884000000001,46.0
Texas,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,32.29,42.48,37.62109,47.994820000000004,254.0
South Dakota,now-cast,SurveyMonkey,10/24/2016,10/30/2016,29.0,55.0,27.661270000000002,55.70995,66.0
Montana,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,30.27,33.17,37.9186,43.38864,56.0
Arkansas,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,34.5,35.13,42.13601,43.86725,75.0
Minnesota,now-cast,SurveyMonkey,10/30/2016,11/6/2016,46.0,37.0,44.62287,36.42208,87.0
New Hampshire,now-cast,SurveyMonkey,10/20/2016,10/28/2016,48.0,36.0,46.607209999999995,37.66543,10.0
South Carolina,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,29.83,40.78,36.36635,49.08321,46.0
Louisiana,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,25.88,51.95,31.285059999999998,60.067780000000006,64.0
Texas,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,31.11,40.53,38.52857,50.30442,254.0
Wisconsin,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,43.01,27.71,49.77693,36.49774,72.0
Iowa,now-cast,SurveyMonkey,10/24/2016,10/30/2016,40.0,44.0,38.66384,44.72319,99.0
Wisconsin,now-cast,SurveyMonkey,10/26/2016,11/1/2016,44.0,42.0,42.67365,42.2583,72.0
Texas,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,31.53,43.03,36.959920000000004,49.57868,254.0
Missouri,now-cast,SurveyMonkey,11/1/2016,11/7/2016,40.0,48.0,38.54503,47.36159,115.0
Wyoming,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,30.13,45.26,37.81493,53.9744,23.0
Wisconsin,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,40.83,29.07,48.71213,38.37151,72.0
Mississippi,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,23.91,50.69,29.78089000000001,58.947669999999995,82.0
New Hampshire,now-cast,SurveyMonkey,10/17/2016,10/25/2016,49.0,37.0,47.59313,39.22007,10.0
New York,now-cast,SurveyMonkey,10/24/2016,10/30/2016,57.0,33.0,55.65123000000001,33.6582,62.0
Minnesota,now-cast,SurveyMonkey,10/27/2016,11/2/2016,47.0,37.0,45.68338,37.02953,87.0
South Dakota,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,35.48,36.34,40.82432,41.86164,66.0
District of Columbia,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,61.66,11.14,67.03872,19.40557,1.0
Wyoming,now-cast,SurveyMonkey,8/9/2016,9/1/2016,21.0,57.0,23.30786,62.648509999999995,23.0
Iowa,now-cast,SurveyMonkey,10/17/2016,10/25/2016,40.0,44.0,38.57073,45.90552,99.0
California,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,46.39,28.05,53.9939,36.65864000000001,58.0
Alaska,now-cast,SurveyMonkey,10/20/2016,10/28/2016,33.0,45.0,31.587090000000003,46.45063,29.0
Louisiana,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,21.03,51.78,28.3905,61.01631,64.0
Oklahoma,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,33.66,44.49,39.2682,53.12816,77.0
Missouri,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,38.49,29.66,45.15145,38.2261,115.0
North Dakota,now-cast,SurveyMonkey,10/25/2016,10/31/2016,31.0,53.0,29.68073,53.554019999999994,53.0
District of Columbia,now-cast,SurveyMonkey,10/18/2016,10/26/2016,87.0,5.0,85.5926,7.112311,1.0
California,now-cast,SurveyMonkey,10/25/2016,10/31/2016,55.0,30.0,53.6554,30.445259999999998,58.0
Mississippi,now-cast,SurveyMonkey,10/24/2016,10/30/2016,42.0,47.0,40.6065,47.42754,82.0
Michigan,now-cast,SurveyMonkey,10/26/2016,11/1/2016,44.0,43.0,42.66539,43.2304,83.0
