state,type,pollster,startdate,enddate,rawpoll_clinton,rawpoll_trump,adjpoll_clinton,adjpoll_trump
U.S.,now-cast,CVOTER International,8/14/2016,8/20/2016,48.19,47.47,46.81242,45.85384000000001
U.S.,now-cast,USC Dornsife/LA Times,8/27/2016,9/2/2016,42.35,45.26,44.74583,43.83726
Virginia,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,40.29,25.98,47.69925,35.73642
U.S.,now-cast,Marist College,3/29/2016,3/31/2016,50.0,41.0,47.94018,44.77218
Wisconsin,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,41.95,27.88,49.67664,37.75221
Michigan,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,33.34,33.02,40.99382,42.76575
U.S.,now-cast,The Times-Picayune/Lucid,8/25/2016,8/27/2016,42.0,37.0,44.69886,43.26668
Arizona,now-cast,Merrill Poll,3/7/2016,3/11/2016,38.0,38.0,37.74321,40.73597
U.S.,now-cast,Google Consumer Surveys,9/29/2016,9/30/2016,35.6,31.3,42.30663,39.96104
Florida,now-cast,Gravis Marketing,5/17/2016,5/18/2016,46.0,42.0,46.49178,43.71313
North Carolina,now-cast,Elon University,4/10/2016,4/15/2016,45.0,39.0,45.21118,43.48579
U.S.,now-cast,USC Dornsife/LA Times,8/26/2016,9/1/2016,43.33,44.04,45.72808,42.6717
U.S.,now-cast,Ipsos,7/18/2016,7/22/2016,37.0,39.8,39.93231,43.65834
Minnesota,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,40.71,25.69,48.30452,35.80421
Washington,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,43.08,27.17,50.76653,37.46188
Georgia,now-cast,Lake Research Partners,3/31/2016,4/3/2016,50.0,37.0,48.40129,40.04795
U.S.,now-cast,CVOTER International,8/13/2016,8/19/2016,49.45,45.85,48.04914,44.2663
U.S.,now-cast,CNN/Opinion Research Corp.,4/28/2016,5/1/2016,54.0,41.0,53.49021,42.14132
Florida,now-cast,Associated Industries of Florida,4/25/2016,4/27/2016,49.0,36.0,48.90081,39.87553
U.S.,now-cast,Morning Consult,7/29/2016,7/30/2016,41.0,36.0,45.95602,43.44207
Texas,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,32.89,38.78,40.44693,48.35748
U.S.,now-cast,USC Dornsife/LA Times,8/25/2016,8/31/2016,42.4,45.01,44.77409,43.67501
Maine,now-cast,Critical Insights,3/4/2016,3/10/2016,43.0,34.0,41.59586,36.16953
U.S.,now-cast,Rasmussen Reports/Pulse Opinion Research,7/26/2016,7/27/2016,43.0,42.0,43.6221,43.89797
Ohio,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,30.73,35.27,38.35578,44.96705
U.S.,now-cast,Selzer & Company,3/19/2016,3/22/2016,54.0,36.0,52.21278,37.02074
Colorado,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,36.77,27.97,44.3962,38.14539
Missouri,now-cast,DFM Research,3/17/2016,3/24/2016,42.0,40.0,39.21898,41.96038
Georgia,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,27.63,41.69,34.8524,51.08558
U.S.,now-cast,The Times-Picayune/Lucid,9/5/2016,9/7/2016,42.0,35.0,44.72601,40.83153
New York,now-cast,Emerson College,4/6/2016,4/7/2016,54.0,36.0,52.80341,36.08353
Arizona,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,37.14,32.91,44.67928,42.91752
U.S.,now-cast,SurveyMonkey,9/19/2016,9/25/2016,45.0,40.0,45.64914,42.29016
Texas,now-cast,SurveyUSA,2/21/2016,2/22/2016,44.0,47.0,40.80981,46.57656
U.S.,now-cast,YouGov,9/4/2016,9/6/2016,40.0,38.0,44.533,43.46972
Indiana,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,31.62,35.74,39.01211,45.46333
Illinois,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,35.37,28.77,42.97073,38.42354
U.S.,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,36.72,31.76,44.20751,41.66755
U.S.,now-cast,USC Dornsife/LA Times,8/24/2016,8/30/2016,41.87,45.29,44.23546,43.98058
Michigan,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,37.13,29.03,44.63984,38.98068
North Carolina,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,33.51,35.36,40.8267,44.93769
U.S.,now-cast,CVOTER International,8/12/2016,8/18/2016,49.16,45.92,47.74177,44.36761
New Jersey,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,42.4,28.6,49.95465,38.63721
U.S.,now-cast,Morning Consult,7/22/2016,7/24/2016,36.0,40.0,41.34962,47.32106
U.S.,now-cast,The Times-Picayune/Lucid,8/23/2016,8/25/2016,41.0,37.0,43.6702,43.35448
Missouri,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,38.89,28.71,46.30936,38.48595
New York,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,39.08,27.65,46.73933,37.4053
U.S.,now-cast,CVOTER International,8/11/2016,8/17/2016,49.69,45.47,48.25186,43.94075
U.S.,now-cast,CVOTER International,8/10/2016,8/16/2016,50.84,44.28,49.40162,42.76769
Florida,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,32.58,40.47,40.18773,50.13568
U.S.,now-cast,USC Dornsife/LA Times,8/23/2016,8/29/2016,42.32,45.07,44.6901,43.81514
U.S.,now-cast,Monmouth University,3/17/2016,3/20/2016,42.0,34.0,43.33597,39.94399
U.S.,now-cast,Ipsos,7/17/2016,7/21/2016,40.0,35.9,42.95781,39.78511
U.S.,now-cast,The Times-Picayune/Lucid,8/24/2016,8/26/2016,42.0,36.0,44.68359,42.3085
U.S.,now-cast,The Times-Picayune/Lucid,8/27/2016,8/29/2016,42.0,37.0,44.72413,43.20784
California,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,40.62,27.65,48.28344,37.41246
Virginia,now-cast,Roanoke College,5/9/2016,5/17/2016,38.0,38.0,37.43594,41.1927
U.S.,now-cast,American Research Group,5/17/2016,5/20/2016,46.0,46.0,46.4336,47.55877
U.S.,now-cast,USC Dornsife/LA Times,8/22/2016,8/28/2016,43.59,43.96,45.94786,42.74999
U.S.,now-cast,CVOTER International,8/9/2016,8/15/2016,50.67,44.19,49.23768,42.68736
U.S.,now-cast,The Times-Picayune/Lucid,8/26/2016,8/28/2016,43.0,37.0,45.71347,43.23137
Georgia,now-cast,Opinion Savvy/InsiderAdvantage,5/15/2016,5/15/2016,41.0,44.0,39.71346,44.65921
Pennsylvania,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,40.37,30.59,47.76137,40.3119
U.S.,now-cast,Ipsos,7/16/2016,7/20/2016,40.5,36.1,43.49874000000001,40.00272
U.S.,now-cast,USC Dornsife/LA Times,8/21/2016,8/27/2016,44.21,43.65,46.55713,42.48863
U.S.,now-cast,The Times-Picayune/Lucid,9/4/2016,9/6/2016,43.0,34.0,45.73768,39.87676
Wisconsin,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,44.14,24.51,51.71843,34.59315
U.S.,now-cast,Ipsos,7/15/2016,7/19/2016,41.9,35.4,44.93419,39.3232
U.S.,now-cast,CVOTER International,8/8/2016,8/14/2016,50.45,44.65,49.01664,43.15901
Ohio,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,29.53,33.7,37.01343,43.59967
U.S.,now-cast,USC Dornsife/LA Times,8/20/2016,8/26/2016,44.6,43.26,46.92997,42.1406
U.S.,now-cast,YouGov,8/27/2016,8/29/2016,42.0,37.0,46.51945,42.8008
U.S.,now-cast,Rasmussen Reports/Pulse Opinion Research,7/18/2016,7/19/2016,42.0,43.0,43.02318,44.88403
U.S.,now-cast,CVOTER International,8/6/2016,8/12/2016,49.52,45.14,48.08678,43.66867
U.S.,now-cast,CVOTER International,8/5/2016,8/11/2016,49.84,45.07,48.40759,43.61685
U.S.,now-cast,CVOTER International,8/7/2016,8/13/2016,49.01,45.51,47.57263,44.03212
U.S.,now-cast,Ipsos,7/14/2016,7/18/2016,41.6,33.8,44.65947,37.74929
U.S.,now-cast,The Times-Picayune/Lucid,8/28/2016,8/30/2016,41.0,36.0,43.7438,42.1702
U.S.,now-cast,USC Dornsife/LA Times,8/19/2016,8/25/2016,43.6,44.28,45.9079,43.1983
U.S.,now-cast,Ipsos,7/13/2016,7/17/2016,43.6,33.1,46.64946,37.08295
Texas,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,31.11,40.53,38.52857,50.30442
U.S.,now-cast,SurveyMonkey,9/12/2016,9/18/2016,45.0,40.0,45.83385,42.47231
Wisconsin,now-cast,Gravis Marketing,3/28/2016,3/30/2016,49.0,41.0,50.2513,45.25406
U.S.,now-cast,Ipsos,7/12/2016,7/16/2016,43.5,33.2,46.53798,37.21206
U.S.,now-cast,The Times-Picayune/Lucid,8/29/2016,8/31/2016,42.0,35.0,44.75679,41.131
U.S.,now-cast,CVOTER International,8/4/2016,8/10/2016,49.45,45.15,48.02298,43.70517
U.S.,now-cast,USC Dornsife/LA Times,8/18/2016,8/24/2016,44.28,44.03,46.57988,42.99179
Illinois,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,37.04,26.64,44.49982,36.49409
U.S.,now-cast,Ipsos,7/11/2016,7/15/2016,43.9,31.7,46.93648,35.74001
New York,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,41.23,26.04,48.74502,36.00068
U.S.,now-cast,CVOTER International,7/29/2016,8/4/2016,50.0,43.9,48.71011,42.32532
U.S.,now-cast,The Times-Picayune/Lucid,8/21/2016,8/23/2016,43.0,36.0,45.63046,42.43364
Florida,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,34.48,38.4,41.94641,48.26681
U.S.,now-cast,USC Dornsife/LA Times,8/17/2016,8/23/2016,45.28,43.22,47.5645,42.22133
U.S.,now-cast,Ipsos,7/10/2016,7/14/2016,44.7,30.8,47.74172,34.86193
U.S.,now-cast,CVOTER International,8/3/2016,8/9/2016,48.1,45.9,46.68036,44.4576
U.S.,now-cast,SurveyMonkey,8/29/2016,9/4/2016,41.0,37.0,43.3299,42.02664
U.S.,now-cast,USC Dornsife/LA Times,8/16/2016,8/22/2016,44.21,44.05,46.48493,43.09251
U.S.,now-cast,IBD/TIPP,4/22/2016,4/28/2016,47.0,40.0,49.14455,43.18626
U.S.,now-cast,Ipsos,7/9/2016,7/13/2016,45.1,31.2,48.14953,35.28234000000001
California,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,43.63,25.43,51.14891,35.39818
U.S.,now-cast,CVOTER International,8/2/2016,8/8/2016,48.5,45.0,47.07893,43.54666
U.S.,now-cast,Ipsos,7/8/2016,7/12/2016,44.1,32.4,47.14671,36.4998
U.S.,now-cast,The Times-Picayune/Lucid,8/22/2016,8/24/2016,41.0,37.0,43.6522,43.39561
U.S.,now-cast,YouGov,8/19/2016,8/23/2016,42.0,38.0,46.41512,44.06745
U.S.,now-cast,USC Dornsife/LA Times,8/15/2016,8/21/2016,43.55,44.56,45.81031,43.64821
U.S.,now-cast,Rasmussen Reports/Pulse Opinion Research,7/12/2016,7/13/2016,37.0,44.0,38.1347,46.07178
North Carolina,now-cast,"National Research, Inc.",4/23/2016,4/25/2016,49.0,40.0,50.91515,44.76947
U.S.,now-cast,CVOTER International,7/31/2016,8/6/2016,50.4,43.1,48.99157,41.60946
U.S.,now-cast,Ipsos,7/7/2016,7/11/2016,45.4,32.8,48.42841,36.91502
U.S.,now-cast,USC Dornsife/LA Times,8/14/2016,8/20/2016,43.01,44.96,45.24728,44.09504
U.S.,now-cast,CVOTER International,8/1/2016,8/7/2016,49.1,44.3,47.68005,42.83071
U.S.,now-cast,The Times-Picayune/Lucid,8/20/2016,8/22/2016,42.0,36.0,44.61979,42.47449
U.S.,now-cast,Morning Consult,7/14/2016,7/16/2016,38.0,35.0,43.6323,42.43986
U.S.,now-cast,USC Dornsife/LA Times,8/13/2016,8/19/2016,43.58,44.19,45.79401,43.3575
U.S.,now-cast,CVOTER International,7/30/2016,8/5/2016,49.8,43.7,48.42582,42.1715
U.S.,now-cast,Ipsos,7/6/2016,7/10/2016,44.3,35.1,47.30094,39.22668
West Virginia,now-cast,Orion Strategies,2/21/2016,2/22/2016,24.0,61.0,23.75125,61.3238
U.S.,now-cast,Ipsos,7/5/2016,7/9/2016,44.0,34.8,46.98415,38.9348
U.S.,now-cast,The Times-Picayune/Lucid,8/19/2016,8/21/2016,44.0,35.0,46.60186,41.51147
U.S.,now-cast,SurveyMonkey,9/5/2016,9/11/2016,42.0,40.0,44.27246,44.71508
U.S.,now-cast,USC Dornsife/LA Times,8/12/2016,8/18/2016,44.55,43.37,46.74664,42.56881
Missouri,now-cast,Fort Hays State University,3/3/2016,3/10/2016,38.0,43.0,37.67705,44.64863
U.S.,now-cast,Ipsos,7/4/2016,7/8/2016,44.4,34.7,47.37342,38.82944000000001
U.S.,now-cast,NBC News/Wall Street Journal,4/10/2016,4/14/2016,50.0,39.0,49.40969000000001,43.55218
U.S.,now-cast,Google Consumer Surveys,9/15/2016,9/16/2016,32.8,34.8,40.39419,43.39451
U.S.,now-cast,USC Dornsife/LA Times,8/11/2016,8/17/2016,44.01,43.44,46.18672,42.66195
U.S.,now-cast,Ipsos,7/3/2016,7/7/2016,44.8,34.2,47.7592,38.32851
Wisconsin,now-cast,Emerson College,3/20/2016,3/22/2016,47.0,38.0,45.09459,37.55683
California,now-cast,Greenberg Quinlan Rosner/American Viewpoint,3/16/2016,3/23/2016,57.0,30.0,55.368080000000006,31.67518
U.S.,now-cast,Ipsos,7/1/2016,7/5/2016,44.3,33.1,47.22563,37.23554
U.S.,now-cast,USC Dornsife/LA Times,8/10/2016,8/16/2016,44.19,43.21,46.36648,42.44889000000001
U.S.,now-cast,CVOTER International,7/28/2016,8/3/2016,49.6,43.8,48.38637,42.19754
U.S.,now-cast,Ipsos,7/2/2016,7/6/2016,43.3,34.7,46.24366,38.83523
U.S.,now-cast,YouGov,8/14/2016,8/16/2016,41.0,35.0,45.28545,41.27805
Idaho,now-cast,Dan Jones & Associates,4/8/2016,4/19/2016,32.0,49.0,30.06356,51.63181
Pennsylvania,now-cast,Mercyhurst University,3/1/2016,3/11/2016,43.0,35.0,43.43789,38.61323
U.S.,now-cast,USC Dornsife/LA Times,8/9/2016,8/15/2016,45.52,42.11,47.70255,41.35857
U.S.,now-cast,Ipsos,6/30/2016,7/4/2016,44.1,34.5,47.00862,38.63913
U.S.,now-cast,The Times-Picayune/Lucid,8/6/2016,8/8/2016,48.0,34.0,50.42343,40.73474
Pennsylvania,now-cast,Franklin & Marshall College,3/14/2016,3/20/2016,46.0,33.0,44.96529,37.90499000000001
U.S.,now-cast,CVOTER International,7/26/2016,8/1/2016,48.4,46.3,47.2858,44.65625
U.S.,now-cast,USC Dornsife/LA Times,8/8/2016,8/14/2016,45.63,42.03,47.81151,41.29021
U.S.,now-cast,CVOTER International,7/27/2016,8/2/2016,49.4,45.5,48.23194,43.87185
U.S.,now-cast,The Times-Picayune/Lucid,8/5/2016,8/7/2016,48.0,35.0,50.42332,41.72967
U.S.,now-cast,Morning Consult,7/8/2016,7/10/2016,39.0,37.0,44.61124,44.57193
U.S.,now-cast,Ipsos,6/29/2016,7/3/2016,43.6,35.0,46.49385,39.14721
Ohio,now-cast,CNN/Opinion Research Corp.,3/2/2016,3/6/2016,50.0,43.0,48.17091,43.62661
U.S.,now-cast,Rasmussen Reports/Pulse Opinion Research,7/5/2016,7/5/2016,38.0,40.0,41.38202,44.48487
U.S.,now-cast,CVOTER International,7/25/2016,7/31/2016,49.0,46.1,47.95128,44.42619000000001
U.S.,now-cast,CVOTER International,7/24/2016,7/30/2016,47.4,47.6,46.42056,45.89082
U.S.,now-cast,The Times-Picayune/Lucid,8/15/2016,8/17/2016,43.0,37.0,45.51354,43.65982
U.S.,now-cast,Ipsos,6/28/2016,7/2/2016,43.9,34.4,46.77659,38.55157
U.S.,now-cast,The Times-Picayune/Lucid,8/18/2016,8/20/2016,42.0,36.0,44.58632,42.54669000000001
U.S.,now-cast,Morning Consult,6/24/2016,6/27/2016,39.0,36.0,44.41496,43.61541
U.S.,now-cast,The Times-Picayune/Lucid,8/14/2016,8/16/2016,45.0,35.0,47.49013,41.68509
U.S.,now-cast,USC Dornsife/LA Times,8/7/2016,8/13/2016,46.33,41.55,48.5075,40.82333
U.S.,now-cast,Ipsos,6/27/2016,7/1/2016,43.4,34.2,46.26294,38.35616
U.S.,now-cast,McLaughlin & Associates,3/17/2016,3/23/2016,48.0,41.0,45.77476,41.50763
U.S.,now-cast,The Times-Picayune/Lucid,8/17/2016,8/19/2016,44.0,35.0,46.56731,41.58799000000001
U.S.,now-cast,CVOTER International,7/23/2016,7/29/2016,47.3,47.8,46.37799,46.11174000000001
U.S.,now-cast,Fox News/Anderson Robbins Research/Shaw & Company Research,4/11/2016,4/13/2016,48.0,41.0,48.83503,44.50151
Pennsylvania,now-cast,Harper Polling,3/1/2016,3/2/2016,45.0,40.0,42.56349,40.76209
U.S.,now-cast,The Times-Picayune/Lucid,8/13/2016,8/15/2016,45.0,36.0,47.46598,42.70399000000001
U.S.,now-cast,CVOTER International,7/21/2016,7/27/2016,45.8,48.9,44.99873,47.19333
U.S.,now-cast,The Times-Picayune/Lucid,8/16/2016,8/18/2016,44.0,36.0,46.53988,42.63042
U.S.,now-cast,USC Dornsife/LA Times,8/6/2016,8/12/2016,45.71,42.24,47.89164,41.51988
U.S.,now-cast,CVOTER International,7/22/2016,7/28/2016,46.3,48.5,45.43622,46.80854
U.S.,now-cast,The Times-Picayune/Lucid,8/4/2016,8/6/2016,47.0,35.0,49.41349,41.71034
U.S.,now-cast,CBS News/New York Times,4/8/2016,4/12/2016,50.0,40.0,49.8726,43.48983
U.S.,now-cast,YouGov,8/6/2016,8/9/2016,42.0,36.0,46.22074,42.32676
U.S.,now-cast,Gravis Marketing,6/27/2016,6/28/2016,50.0,48.0,50.50391,49.46152
U.S.,now-cast,SurveyMonkey,8/22/2016,8/28/2016,41.0,37.0,43.25446,42.28222
U.S.,now-cast,USC Dornsife/LA Times,8/5/2016,8/11/2016,44.23,43.09,46.41245,42.38805
U.S.,now-cast,CVOTER International,7/20/2016,7/26/2016,45.0,49.0,44.24651,47.27181
U.S.,now-cast,Ipsos,6/26/2016,6/30/2016,44.6,33.0,47.44952,37.15792
Virginia,now-cast,Christopher Newport University,3/23/2016,4/3/2016,44.0,35.0,43.01989,38.28423
U.S.,now-cast,USC Dornsife/LA Times,8/4/2016,8/10/2016,44.84,43.33,47.02784000000001,42.63637
California,now-cast,SurveyMonkey,6/9/2016,6/10/2016,54.0,28.0,55.19396999999999,31.70545
U.S.,now-cast,Rasmussen Reports/Pulse Opinion Research,6/28/2016,6/29/2016,39.0,43.0,39.98133,45.2081
U.S.,now-cast,Greenberg Quinlan Rosner (Democracy Corps),3/17/2016,3/24/2016,53.0,40.0,49.99594,41.79831
U.S.,now-cast,Morning Consult,6/30/2016,7/4/2016,38.0,37.0,43.49146,44.59604
New York,now-cast,Emerson College,3/14/2016,3/16/2016,55.0,36.0,53.45256,35.75996
U.S.,now-cast,Ipsos,6/25/2016,6/29/2016,44.5,33.0,47.34138,37.15647
Florida,now-cast,CNN/Opinion Research Corp.,3/2/2016,3/6/2016,50.0,43.0,49.00021,44.43202
U.S.,now-cast,Robert Morris University,2/11/2016,2/16/2016,46.9,38.0,46.49719,40.68596
U.S.,now-cast,USC Dornsife/LA Times,8/3/2016,8/9/2016,44.94,43.49,47.13523,42.7988
U.S.,now-cast,The Times-Picayune/Lucid,8/7/2016,8/9/2016,49.0,33.0,51.42542,39.7338
U.S.,now-cast,The Times-Picayune/Lucid,8/12/2016,8/14/2016,46.0,33.0,48.45925,39.71445
U.S.,now-cast,CVOTER International,7/19/2016,7/25/2016,44.8,49.1,44.07186,47.35027
U.S.,now-cast,Ipsos,6/24/2016,6/28/2016,44.7,33.3,47.53212,37.4585
U.S.,now-cast,CVOTER International,7/9/2016,7/15/2016,44.2,39.7,43.74003,38.18818
Colorado,now-cast,"Keating Research, Inc.",2/26/2016,2/29/2016,49.0,39.0,45.89312,40.51992
Pennsylvania,now-cast,Robert Morris University,2/11/2016,2/16/2016,43.4,44.3,43.08174,46.95802
U.S.,now-cast,USC Dornsife/LA Times,8/2/2016,8/8/2016,45.13,43.44,47.3238,42.73786
U.S.,now-cast,The Times-Picayune/Lucid,8/11/2016,8/13/2016,44.0,36.0,46.45834,42.71715
U.S.,now-cast,CVOTER International,7/8/2016,7/14/2016,43.5,42.1,43.04862,40.60936
U.S.,now-cast,Ipsos,6/23/2016,6/27/2016,44.5,32.8,47.33442,36.96419
U.S.,now-cast,Ipsos,6/22/2016,6/26/2016,44.3,33.4,47.12471,37.56484
U.S.,now-cast,The Times-Picayune/Lucid,8/10/2016,8/12/2016,43.0,37.0,45.44931,43.7208
U.S.,now-cast,USC Dornsife/LA Times,8/1/2016,8/7/2016,45.03,43.77,47.22492,43.05191
U.S.,now-cast,YouGov,7/30/2016,8/1/2016,41.0,36.0,45.38084,42.11876
Michigan,now-cast,Mitchell Research & Communications,7/5/2016,7/11/2016,40.0,34.0,38.82464,34.40885
U.S.,now-cast,Ipsos,6/21/2016,6/25/2016,44.2,33.5,47.01637,37.66348
U.S.,now-cast,Ipsos,6/20/2016,6/24/2016,45.8,33.0,48.60374,37.16806
U.S.,now-cast,The Times-Picayune/Lucid,8/9/2016,8/11/2016,44.0,37.0,46.43724,43.72585
U.S.,now-cast,Morning Consult,6/15/2016,6/20/2016,38.0,38.0,43.3258,45.64286
U.S.,now-cast,USC Dornsife/LA Times,7/31/2016,8/6/2016,44.66,43.96,46.86643,43.22066
U.S.,now-cast,Ipsos,6/19/2016,6/23/2016,44.8,32.9,47.60215,37.06548
U.S.,now-cast,CVOTER International,7/10/2016,7/16/2016,44.4,38.7,43.93316,37.16463
U.S.,now-cast,CVOTER International,7/11/2016,7/17/2016,45.2,39.4,44.72592,37.82794000000001
U.S.,now-cast,Quinnipiac University,3/16/2016,3/21/2016,46.0,40.0,45.67763,42.27279
U.S.,now-cast,The Times-Picayune/Lucid,8/8/2016,8/10/2016,47.0,35.0,49.43334,41.72435
U.S.,now-cast,USC Dornsife/LA Times,7/30/2016,8/5/2016,44.55,44.25,46.79068,43.4727
U.S.,now-cast,Ipsos,6/18/2016,6/22/2016,45.7,34.1,48.48734,38.2697
U.S.,now-cast,Public Policy Polling,3/24/2016,3/26/2016,48.0,41.0,46.10596,42.80004
U.S.,now-cast,CVOTER International,7/15/2016,7/21/2016,44.0,47.1,43.46522,45.39714
U.S.,now-cast,USC Dornsife/LA Times,7/29/2016,8/4/2016,45.18,44.64,47.50498,43.81652
New Hampshire,now-cast,University of Massachusetts Lowell,2/5/2016,2/7/2016,45.0,40.0,44.2968,42.17655
U.S.,now-cast,CVOTER International,7/16/2016,7/22/2016,43.8,48.2,43.22164,46.47688
U.S.,now-cast,IBD/TIPP,3/28/2016,4/2/2016,47.0,35.0,48.36487,38.1592
U.S.,now-cast,CVOTER International,7/18/2016,7/24/2016,44.4,49.2,43.73746,47.43373
Georgia,now-cast,SurveyUSA,2/22/2016,2/23/2016,41.0,50.0,37.66152,49.20023
U.S.,now-cast,CVOTER International,7/12/2016,7/18/2016,44.7,41.2,44.22697,39.5884
U.S.,now-cast,CVOTER International,7/14/2016,7/20/2016,44.5,45.1,44.00379,43.42074
U.S.,now-cast,CNN/Opinion Research Corp.,3/17/2016,3/20/2016,53.0,41.0,51.32569,41.88638
U.S.,now-cast,Ipsos,6/17/2016,6/21/2016,45.2,33.9,47.96532,38.07781
U.S.,now-cast,Rasmussen Reports/Pulse Opinion Research,6/20/2016,6/21/2016,44.0,39.0,44.89988,41.19676
U.S.,now-cast,Google Consumer Surveys,9/1/2016,9/2/2016,34.1,31.6,41.88472,40.80206
U.S.,now-cast,USC Dornsife/LA Times,7/28/2016,8/3/2016,44.83,44.17,47.23124,43.31874000000001
U.S.,now-cast,CVOTER International,7/13/2016,7/19/2016,44.7,43.0,44.2332,41.35095
U.S.,now-cast,Zogby Interactive/JZ Analytics,4/19/2016,4/20/2016,47.0,40.0,46.34196,43.96125
Florida,now-cast,Florida Southern College,1/30/2016,2/6/2016,45.0,38.0,45.60082,42.42905
U.S.,now-cast,USC Dornsife/LA Times,7/27/2016,8/2/2016,43.7,45.26,46.1468,44.38305
U.S.,now-cast,CVOTER International,7/17/2016,7/23/2016,44.1,48.9,43.49347,47.14745
U.S.,now-cast,Gravis Marketing,6/16/2016,6/16/2016,50.5,47.0,50.83407,48.44249
U.S.,now-cast,Ipsos,6/16/2016,6/20/2016,46.1,32.7,48.84296,36.88595
U.S.,now-cast,USC Dornsife/LA Times,7/26/2016,8/1/2016,43.11,45.32,45.61066,44.42746
U.S.,now-cast,YouGov,7/23/2016,7/24/2016,40.0,38.0,44.75965,43.98101
U.S.,now-cast,Ipsos,6/15/2016,6/19/2016,44.3,33.0,47.03144,37.18338
U.S.,now-cast,USC Dornsife/LA Times,7/25/2016,7/31/2016,42.13,46.23,44.69615,45.30739000000001
U.S.,now-cast,Ipsos,6/14/2016,6/18/2016,45.9,31.9,48.61966,36.07885
U.S.,now-cast,Ipsos,6/13/2016,6/17/2016,43.3,31.6,46.00913,35.77257
U.S.,now-cast,USC Dornsife/LA Times,7/24/2016,7/30/2016,41.91,46.14,44.54542,45.18202
U.S.,now-cast,SurveyMonkey,8/15/2016,8/21/2016,43.0,38.0,45.13819,43.5617
U.S.,now-cast,USC Dornsife/LA Times,7/23/2016,7/29/2016,41.66,46.58,44.35286,45.64294
U.S.,now-cast,Ipsos,6/12/2016,6/16/2016,44.6,29.6,47.29566,33.76829
U.S.,now-cast,The Times-Picayune/Lucid,8/3/2016,8/5/2016,46.0,34.0,48.4068,40.68658
Ohio,now-cast,Baldwin Wallace University,2/11/2016,2/20/2016,37.0,39.0,36.80413,41.88262
U.S.,now-cast,Rasmussen Reports/Pulse Opinion Research,6/14/2016,6/15/2016,44.0,39.0,44.78237,41.17936
U.S.,now-cast,Ipsos,6/11/2016,6/15/2016,42.9,30.0,45.58876,34.15052
U.S.,now-cast,USC Dornsife/LA Times,7/22/2016,7/28/2016,40.56,46.69,43.31108,45.74974
U.S.,now-cast,Ipsos,6/10/2016,6/14/2016,42.8,30.2,45.48176,34.33165
U.S.,now-cast,The Times-Picayune/Lucid,8/2/2016,8/4/2016,46.0,34.0,48.4103,40.65731
U.S.,now-cast,ABC News/Washington Post,3/3/2016,3/6/2016,50.0,41.0,47.53988,42.89676
U.S.,now-cast,The Times-Picayune/Lucid,8/1/2016,8/3/2016,45.0,35.0,47.43729,41.61209
U.S.,now-cast,Ipsos,6/9/2016,6/13/2016,42.4,28.9,45.0701,33.00951
U.S.,now-cast,USC Dornsife/LA Times,7/21/2016,7/27/2016,40.13,47.42,42.9436,46.46453
Illinois,now-cast,Ogden & Fry,1/9/2016,1/9/2016,36.5,27.5,38.92566,29.66993
U.S.,now-cast,Fox News/Anderson Robbins Research/Shaw & Company Research,3/20/2016,3/22/2016,49.0,38.0,49.38015,41.25982
U.S.,now-cast,Ipsos,6/8/2016,6/12/2016,43.0,28.8,45.66127,32.896390000000004
U.S.,now-cast,Ipsos,6/7/2016,6/11/2016,43.0,30.4,45.65642,34.48613
U.S.,now-cast,YouGov,7/15/2016,7/17/2016,40.0,37.0,45.10779,43.05231
U.S.,now-cast,USC Dornsife/LA Times,7/20/2016,7/26/2016,40.41,46.98,43.27137000000001,46.00301
U.S.,now-cast,Saint Leo University,3/13/2016,3/17/2016,47.7,38.4,44.21153,42.12309000000001
U.S.,now-cast,USC Dornsife/LA Times,7/19/2016,7/25/2016,41.1,46.32,43.98672,45.32147
