State,Poll Type,Pollster,Start Date,End Date,Clinton,Trump,Clinton Adjusted,Trump Adjusted,Electoral Votes
Colorado,now-cast,SurveyMonkey,10/29/2016,11/4/2016,43.0,40.0,41.68134000000001,39.66936,64
Florida,now-cast,Cherry Communications,9/15/2016,9/20/2016,43.0,41.0,45.94377,43.92792,67
Maine,now-cast,YouGov,10/4/2016,11/6/2016,38.7,34.0,39.51036,36.73802,16
Utah,now-cast,SurveyMonkey,10/26/2016,11/1/2016,30.0,34.0,28.65116,34.20381,29
Alabama,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,19.45,56.59,25.95317,64.82351,67
Florida,now-cast,Marist College,3/4/2016,3/10/2016,49.0,41.0,47.45612,45.11817,67
Maine,now-cast,SurveyMonkey,10/18/2016,10/26/2016,52.0,35.0,50.58109,36.95615,16
Georgia,now-cast,Lake Research Partners,6/30/2016,7/6/2016,41.0,40.0,41.66522,43.51513,159
Minnesota,now-cast,Ipsos,9/30/2016,10/13/2016,42.74,35.8,40.91311,36.45101,87
North Carolina,now-cast,YouGov,6/21/2016,6/24/2016,44.0,42.0,47.32018,46.00578,100
Missouri,now-cast,SurveyMonkey,10/24/2016,10/30/2016,39.0,46.0,37.64032,46.60192,115
North Carolina,now-cast,Remington,10/20/2016,10/22/2016,44.0,47.0,43.87793,47.77109,100
North Dakota,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,26.31,45.08,34.28967,54.27786999999999,53
Mississippi,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,31.1,45.01,36.49246,52.983880000000006,82
Nevada,now-cast,Remington,11/1/2016,11/2/2016,45.0,46.0,43.82519,43.5574,17
Kansas,now-cast,Ipsos,8/26/2016,9/15/2016,38.88,49.42,37.8894,49.34829000000001,105
Indiana,now-cast,Bellwether Research & Consulting,5/11/2016,5/15/2016,31.0,40.0,32.64108,43.45075,92
Florida,now-cast,Public Policy Polling,9/4/2016,9/6/2016,43.0,44.0,44.86888,46.87507,67
West Virginia,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,30.64,40.3,37.98739000000001,48.86403,55
Illinois,now-cast,Ipsos,9/16/2016,9/22/2016,53.43,30.81,53.5531,31.458040000000004,102
Connecticut,now-cast,Ipsos,8/19/2016,9/8/2016,45.75,40.14,45.70881,41.37571,8
Florida,now-cast,CNN/Opinion Research Corp.,10/27/2016,11/1/2016,49.0,47.0,48.21276,45.24199,67
Delaware,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,38.21,34.88,43.64482,41.44976,3
Idaho,now-cast,SurveyMonkey,10/25/2016,10/31/2016,31.0,49.0,29.66336,49.47943,44
Arizona,now-cast,Data Orbital,10/26/2016,10/27/2016,40.0,42.0,40.77504,43.06683,15
Connecticut,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,38.62,29.29,43.96948,34.81431,8
Colorado,now-cast,Quinnipiac University,11/11/2015,11/15/2015,37.0,48.0,36.44332,46.51105,64
Wisconsin,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,43.17,31.05,48.51255,36.57074,72
Kansas,now-cast,SurveyMonkey,10/18/2016,10/26/2016,36.0,48.0,34.56211,49.69869,105
Vermont,now-cast,Ipsos,10/28/2016,11/2/2016,48.27,23.4,47.49224,22.72783,14
California,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,45.47,30.35,52.78555,38.86824,58
Kansas,now-cast,Ipsos,8/19/2016,9/8/2016,38.27,51.62,37.25988,51.82628,105
New Hampshire,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,41.91,29.45,47.39326,38.46066,10
Texas,now-cast,Ipsos,10/31/2016,11/6/2016,39.3,48.75,38.62278,47.82417,254
Colorado,now-cast,Quinnipiac University,10/10/2016,10/16/2016,45.0,37.0,45.71617,39.43172,64
Hawaii,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,43.2,31.59,51.06005,40.53296,5
New Hampshire,now-cast,University of New Hampshire,10/26/2016,10/29/2016,46.0,38.0,45.98672,40.4664,10
Iowa,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,36.61,27.19,42.66127,36.17476,99
Washington,now-cast,SurveyMonkey,10/26/2016,11/1/2016,54.0,34.0,52.68666,34.30228,39
Arkansas,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,31.74,42.42,39.41102,51.7347,75
California,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,46.27,26.85,51.71152,33.44852,58
Oregon,now-cast,SurveyUSA,10/10/2016,10/12/2016,48.0,38.0,47.26081,40.16486,36
Montana,now-cast,Ipsos,9/9/2016,9/29/2016,39.76,53.47,38.16805,52.45945,56
South Dakota,now-cast,Ipsos,9/9/2016,9/29/2016,31.67,46.8,30.56913,46.26689,66
Maryland,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,48.93,21.31,56.33021,31.04895,24
Missouri,now-cast,Emerson College,10/28/2016,10/31/2016,37.0,52.0,37.19412,50.53506,115
Wisconsin,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,41.78,27.01,47.12888,34.87092,72
Illinois,now-cast,Illinois Public Opinion Strategies,10/13/2016,10/13/2016,50.0,31.5,49.89721,33.8241,102
Louisiana,now-cast,SurveyMonkey,10/29/2016,11/4/2016,38.0,52.0,36.63375,51.60686,64
North Carolina,now-cast,SurveyMonkey,10/28/2016,11/3/2016,48.0,42.0,46.64865,41.75719,100
California,now-cast,YouGov,5/31/2016,6/3/2016,48.0,33.0,49.17735,35.05395,58
Louisiana,now-cast,Ipsos,7/29/2016,8/18/2016,38.11,48.16,38.19416,50.05314,64
Vermont,now-cast,SurveyMonkey,10/24/2016,10/30/2016,51.0,25.0,49.68797,25.84763,14
Virginia,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,34.05,36.57,40.02365,45.2419,134
New Mexico,now-cast,YouGov,10/4/2016,11/6/2016,41.7,34.6,42.49131,37.07049,33
Virginia,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,40.29,25.98,47.69925,35.73642,134
Louisiana,now-cast,SurveyMonkey,8/9/2016,9/1/2016,33.0,49.0,34.91908,53.98399000000001,64
Wyoming,now-cast,University of Wyoming,10/5/2016,10/11/2016,20.0,58.0,21.19835,60.5841,23
Utah,now-cast,SurveyMonkey,10/24/2016,10/30/2016,30.0,33.0,28.62865,33.62269000000001,29
Delaware,now-cast,Ipsos,10/7/2016,10/27/2016,47.87,36.17,46.30241,37.16339,3
Nevada,now-cast,Garin-Hart-Yang Research Group,9/27/2016,10/2/2016,44.0,41.0,45.61799,43.98474,17
Hawaii,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,42.98,22.49,50.90586,32.70819,5
Florida,now-cast,Ipsos,9/30/2016,10/6/2016,48.55,43.74,48.28529,45.39668,67
Alabama,now-cast,SurveyMonkey,10/28/2016,11/3/2016,36.0,52.0,34.63186,51.72686,67
Colorado,now-cast,Ipsos,10/21/2016,11/3/2016,47.59,42.23,45.74039000000001,41.15636,64
Kansas,now-cast,YouGov,10/4/2016,11/6/2016,31.6,47.5,32.39091,49.96492,105
Texas,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,29.79,41.49,35.40454000000001,50.17451,254
North Carolina,now-cast,SurveyMonkey,10/18/2016,10/26/2016,48.0,43.0,46.5433,44.44368,100
Michigan,now-cast,Marketing Resource Group (MRG),2/22/2016,2/27/2016,44.0,39.0,43.93145,41.06133,83
Colorado,now-cast,SurveyMonkey,10/27/2016,11/2/2016,44.0,40.0,42.68729,40.03934,64
Maryland,now-cast,Ipsos,9/2/2016,9/15/2016,53.13,29.03,53.22341,29.83105,24
Iowa,now-cast,Emerson College,8/31/2016,9/1/2016,39.0,44.0,41.68937,45.87964,99
Florida,now-cast,SurveyMonkey,10/8/2016,10/16/2016,43.0,45.0,41.83788,47.60045,67
North Carolina,now-cast,SurveyUSA,10/14/2016,10/16/2016,46.0,44.0,45.00879000000001,45.5139,100
Michigan,now-cast,Public Policy Polling,11/3/2016,11/4/2016,46.0,41.0,45.46421,40.35653,83
Arkansas,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,36.72,38.33,42.05739000000001,46.03495,75
Missouri,now-cast,Monmouth University,8/19/2016,8/22/2016,43.0,44.0,44.09488,47.44986,115
California,now-cast,Ipsos,9/2/2016,9/8/2016,59.58,32.19,59.81933000000001,33.32546,58
Montana,now-cast,SurveyMonkey,10/20/2016,10/28/2016,35.0,51.0,33.585190000000004,52.43026,56
California,now-cast,Tulchin Research,8/23/2016,8/30/2016,52.0,31.0,56.21497,35.39978,58
New Hampshire,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,40.36,38.63,48.04148,47.6746,10
New Hampshire,now-cast,Public Policy Polling,6/22/2016,6/23/2016,43.0,39.0,43.20611,41.27036,10
Nevada,now-cast,SurveyMonkey,10/25/2016,10/31/2016,43.0,42.0,41.65232,42.43202,17
Virginia,now-cast,Hampton University,7/6/2016,7/10/2016,38.8,39.2,40.8768,41.05468,134
Texas,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,31.75,39.97,37.727,48.65538,254
South Carolina,now-cast,Gravis Marketing,8/15/2016,8/17/2016,37.0,41.0,38.9581,44.26946,46
Louisiana,now-cast,Market Research Insight,9/27/2016,9/30/2016,35.0,52.0,35.12409,52.68442,64
Alaska,now-cast,Moore Information,10/5/2016,10/6/2016,34.0,37.0,36.12599,41.24669,29
Massachusetts,now-cast,SurveyMonkey,10/28/2016,11/3/2016,56.0,29.0,54.72792,28.90042,14
Maine CD-1,now-cast,Maine People's Resource Center,8/17/2016,8/20/2016,45.2,30.9,49.0328,36.04805,
Missouri,now-cast,SurveyMonkey,10/30/2016,11/6/2016,40.0,48.0,38.60559,47.4117,115
Hawaii,now-cast,SurveyMonkey,10/28/2016,11/3/2016,52.0,29.0,50.70412,28.85742,5
Florida,now-cast,Marist College,10/3/2016,10/5/2016,45.0,42.0,44.47362,45.49109,67
California,now-cast,Ipsos,10/7/2016,10/13/2016,65.89,22.37,64.77056999999999,23.88073,58
New Hampshire,now-cast,MassINC Polling Group,7/29/2016,8/1/2016,47.0,32.0,50.05937,37.35268,10
Hawaii,now-cast,SurveyMonkey,10/27/2016,11/2/2016,52.0,31.0,50.70459,31.08268,5
New Jersey,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,42.4,28.6,49.95465,38.63721,21
Utah,now-cast,Rasmussen Reports/Pulse Opinion Research,10/23/2016,10/24/2016,28.0,32.0,28.46643,34.07548,29
Pennsylvania,now-cast,CNN/Opinion Research Corp.,10/27/2016,11/1/2016,48.0,44.0,47.20349,42.21874,67
Massachusetts,now-cast,Suffolk University,10/24/2016,10/26/2016,57.0,25.0,57.28423000000001,27.23568,14
New Mexico,now-cast,SurveyMonkey,8/9/2016,9/1/2016,37.0,29.0,39.28396,34.60765,33
Mississippi,now-cast,SurveyMonkey,10/29/2016,11/4/2016,40.0,50.0,38.62036,49.58926,82
Texas,now-cast,YouGov,10/21/2016,10/22/2016,43.0,46.0,43.77533,48.16567,254
Kentucky,now-cast,Ipsos,8/26/2016,9/15/2016,35.33,53.99,35.49423,55.01161999999999,120
Pennsylvania,now-cast,Selzer & Company,10/7/2016,10/11/2016,48.0,39.0,48.77966,41.74704000000001,67
Pennsylvania,now-cast,Muhlenberg College,10/30/2016,11/4/2016,44.0,40.0,45.46445,41.87228,67
Iowa,now-cast,SurveyMonkey,8/9/2016,9/1/2016,36.0,40.0,38.33821,45.70037,99
Oklahoma,now-cast,SurveyMonkey,11/1/2016,11/7/2016,32.0,57.0,30.54268,56.360380000000006,77
Ohio,now-cast,Greenberg Quinlan Rosner (Democracy Corps),6/11/2016,6/20/2016,41.0,41.0,42.73601,45.74829,88
Georgia,now-cast,Emerson College,10/28/2016,10/31/2016,42.0,51.0,42.16977,49.47405,159
Florida,now-cast,SurveyUSA,10/20/2016,10/24/2016,48.0,45.0,46.87209,45.87545,67
New York,now-cast,Baruch College,4/5/2016,4/10/2016,51.0,35.0,51.69379,38.16851,62
Florida,now-cast,YouGov,5/16/2016,5/19/2016,43.0,42.0,44.25097,44.27267,67
Nevada,now-cast,SurveyMonkey,10/28/2016,11/3/2016,43.0,44.0,41.67032,43.79635,17
Oregon,now-cast,SurveyMonkey,10/27/2016,11/2/2016,51.0,36.0,49.69103,36.04871,36
Arizona,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,41.78,31.4,47.21992,39.91576,15
South Carolina,now-cast,Ipsos,10/7/2016,10/27/2016,43.53,48.62,42.46901,49.84647,46
Mississippi,now-cast,Ipsos,8/26/2016,9/15/2016,37.2,51.15,37.67406,52.34217,82
North Dakota,now-cast,YouGov,10/4/2016,11/6/2016,32.3,44.8,33.10374,47.44501,53
Florida,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,36.93,39.19,42.554,47.94371,67
South Dakota,now-cast,"Mason-Dixon Polling & Research, Inc.",10/18/2016,10/20/2016,37.0,44.0,35.87193,46.52328,66
Michigan,now-cast,EPIC-MRA,10/1/2016,10/3/2016,43.0,32.0,45.64342,36.43402,83
Texas,now-cast,SurveyMonkey,10/18/2016,10/26/2016,40.0,47.0,38.55088,48.54642,254
Nebraska,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,25.43,46.87,30.77628,54.69548,93
New Mexico,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,38.58,31.99,44.02798,38.61626,33
Wisconsin,now-cast,Public Opinion Strategies,5/10/2016,5/12/2016,43.0,31.0,42.9357,34.14396,72
Louisiana,now-cast,SurveyMonkey,10/28/2016,11/3/2016,37.0,52.0,35.63839,51.73864,64
Florida,now-cast,Dixie Strategies,10/25/2016,10/26/2016,42.4,45.7,42.60366,45.66733,67
Arizona,now-cast,Public Policy Polling,8/26/2016,8/28/2016,43.0,46.0,42.13822,46.56445,15
Wisconsin,now-cast,Emerson College,3/30/2016,4/3/2016,47.0,37.0,45.26851,36.73935,72
West Virginia,now-cast,R.L. Repass & Partners,8/9/2016,8/28/2016,31.0,49.0,32.68015,54.48851,55
Alabama,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,21.28,55.58,28.7142,64.24243,67
Maryland,now-cast,Ipsos,10/21/2016,11/2/2016,52.92,33.96,52.18214,34.1199,24
Alaska,now-cast,SurveyMonkey,10/27/2016,11/2/2016,35.0,47.0,33.69296,47.05355,29
Oklahoma,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,29.34,44.56,37.00602,53.55317,77
Missouri,now-cast,SurveyMonkey,10/17/2016,10/25/2016,36.0,50.0,34.55503,51.68501,115
Iowa,now-cast,Gravis Marketing,7/7/2016,7/8/2016,39.0,37.0,41.68006,40.86343,99
Colorado,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,40.49,23.95,48.26735,33.910270000000004,64
California,now-cast,Ipsos,10/14/2016,10/20/2016,63.82,25.62,62.60454,27.03428,58
Alabama,now-cast,Ipsos,10/21/2016,11/3/2016,38.37,55.07,37.7141,55.02031,67
Virginia,now-cast,Hampton University,8/24/2016,8/28/2016,43.0,41.0,44.33392,42.29056,134
California,now-cast,Tulchin Research,8/23/2016,8/30/2016,49.0,35.0,50.90631,37.09112,58
Kentucky,now-cast,Ipsos,10/21/2016,11/3/2016,36.01,59.44,35.35169000000001,59.48394,120
Kansas,now-cast,SurveyMonkey,8/9/2016,9/1/2016,30.0,43.0,32.27839,48.59814,105
Maryland,now-cast,Ipsos,9/23/2016,10/6/2016,53.07,31.74,52.54697,32.68572,24
Arizona,now-cast,SurveyMonkey,10/18/2016,10/26/2016,42.0,43.0,40.55986,44.66816,15
Pennsylvania,now-cast,Rasmussen Reports/Pulse Opinion Research,10/25/2016,10/27/2016,47.0,40.0,47.55615,41.60706,67
Rhode Island,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,52.2,25.04,58.37769,34.53434,5
North Carolina,now-cast,Public Policy Polling,8/5/2016,8/7/2016,43.0,41.0,44.40999,44.43013,100
Kansas,now-cast,SurveyMonkey,10/25/2016,10/31/2016,36.0,47.0,34.66126,47.47041,105
Montana,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,35.91,28.11,43.71112,38.11156,56
Missouri,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,37.93,26.95,43.54469,35.63565999999999,115
Pennsylvania,now-cast,Rasmussen Reports/Pulse Opinion Research,10/18/2016,10/25/2016,48.0,40.0,48.47654,42.32547,67
Michigan,now-cast,SurveyUSA,3/23/2016,3/24/2016,49.0,38.0,45.40762,37.7129,83
Minnesota,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,39.04,25.42,45.08016,34.35996,87
Wyoming,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,11.04,52.74,17.08109,61.68371,23
Missouri,now-cast,Fort Hays State University,3/3/2016,3/10/2016,38.0,43.0,37.67705,44.64863,115
Wisconsin,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,44.14,24.51,51.71843,34.59315,72
Washington,now-cast,SurveyMonkey,10/17/2016,10/25/2016,51.0,34.0,49.57538,35.97082,39
Massachusetts,now-cast,Ipsos,9/2/2016,9/15/2016,53.07,31.09,53.24101,32.186,14
Rhode Island,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,44.76,28.48,51.79166,37.82401,5
Nevada,now-cast,SurveyMonkey,8/9/2016,9/1/2016,40.0,37.0,42.19576,42.45691,17
Florida,now-cast,Remington,10/30/2016,10/30/2016,44.0,48.0,43.99826,47.18575,67
Arkansas,now-cast,Emerson College,9/9/2016,9/13/2016,29.0,57.0,31.36744,58.09996999999999,75
Utah,now-cast,Ipsos,9/16/2016,10/6/2016,32.94,47.94,32.28296,48.34827,29
New Jersey,now-cast,Ipsos,8/19/2016,9/1/2016,47.4,36.24,48.12854,38.32191,21
Florida,now-cast,Gravis Marketing,10/25/2016,10/26/2016,48.0,47.0,48.10199,47.91171,67
Kansas,now-cast,Ipsos,10/14/2016,11/3/2016,37.62,52.76,35.3667,52.23481,105
New Mexico,now-cast,Ipsos,9/30/2016,10/20/2016,51.28,35.11,46.8297,33.356190000000005,33
Nevada,now-cast,CNN/Opinion Research Corp.,10/10/2016,10/15/2016,46.0,44.0,45.3405,44.85367,17
Georgia,now-cast,Landmark Communications,10/20/2016,10/20/2016,43.0,47.0,42.10354,48.77319,159
Nebraska CD-2,now-cast,"North Star Opinion Research/Ayres, McHenry & Associates",10/22/2016,10/24/2016,40.0,44.0,41.36843,48.5521,
Florida,now-cast,SurveyMonkey,10/25/2016,10/31/2016,46.0,45.0,44.64933,45.41918,67
Utah,now-cast,Monmouth University,10/30/2016,11/2/2016,31.0,37.0,29.96991,36.69474,29
Oregon,now-cast,SurveyMonkey,10/20/2016,10/28/2016,50.0,35.0,48.58582,36.43708,36
New Hampshire,now-cast,SurveyMonkey,10/28/2016,11/3/2016,47.0,37.0,45.72306,36.89163,10
Massachusetts,now-cast,SurveyMonkey,10/20/2016,10/28/2016,60.0,29.0,58.61041,30.69965,14
Kentucky,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,29.48,40.03,37.19804,49.0974,120
New Hampshire,now-cast,Rasmussen Reports/Pulse Opinion Research,11/2/2016,11/6/2016,46.0,40.0,46.50859000000001,40.18656,10
South Dakota,now-cast,SurveyMonkey,10/26/2016,11/1/2016,27.0,52.0,25.6766,52.26829,66
Pennsylvania,now-cast,Gravis Marketing,10/25/2016,10/30/2016,47.0,44.0,47.1059,44.44162,67
North Carolina,now-cast,Gravis Marketing,11/1/2016,11/4/2016,46.0,45.0,46.06071,44.46533,100
New Hampshire,now-cast,Dartmouth College,4/11/2016,4/16/2016,34.0,29.0,35.7723,34.5503,10
Kansas,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,39.89,30.88,45.33738,37.50367,105
District of Columbia,now-cast,SurveyMonkey,10/24/2016,10/30/2016,87.0,4.0,85.70425,4.931571,1
North Carolina,now-cast,Ipsos,10/7/2016,10/13/2016,46.33,42.42,45.19026,43.67024,100
Florida,now-cast,Quinnipiac University,7/30/2016,8/7/2016,43.0,43.0,45.52894000000001,46.29548,67
Arizona,now-cast,Strategies 360,12/4/2015,12/9/2015,42.0,44.0,40.62566,43.41022,15
Georgia,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,28.89,43.74,35.42085,52.03166,159
Kansas,now-cast,SurveyMonkey,10/27/2016,11/2/2016,37.0,48.0,35.68029,48.02179,105
Massachusetts,now-cast,Ipsos,10/14/2016,10/27/2016,56.14,26.81,54.50915,27.7905,14
Arkansas,now-cast,SurveyMonkey,10/20/2016,10/28/2016,36.0,52.0,34.56691,53.2351,75
Utah,now-cast,Ipsos,9/30/2016,10/20/2016,29.5,40.87,27.825290000000006,41.89192,29
Massachusetts,now-cast,Hickman Analytics,6/26/2016,6/29/2016,49.0,31.0,53.92114,36.52537,14
Virginia,now-cast,Public Policy Polling,9/27/2016,9/28/2016,46.0,40.0,46.97731,42.32846,134
Illinois,now-cast,Ipsos,9/23/2016,9/29/2016,52.71,33.37,52.53264,34.19934,102
Oklahoma,now-cast,SurveyMonkey,10/26/2016,11/1/2016,32.0,55.0,30.650540000000003,55.18023,77
South Carolina,now-cast,SurveyMonkey,10/30/2016,11/6/2016,44.0,46.0,42.58698,45.40052,46
Oklahoma,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,26.74,43.34,32.06879,48.85364000000001,77
South Carolina,now-cast,SurveyMonkey,11/1/2016,11/7/2016,43.0,47.0,41.53149000000001,46.35461,46
Kansas,now-cast,Fort Hays State University,2/19/2016,2/26/2016,36.0,46.0,35.05585,46.99199,105
Michigan,now-cast,Mitchell Research & Communications,11/2/2016,11/2/2016,47.0,44.0,45.69506,42.95319,83
Iowa,now-cast,Ipsos,9/30/2016,10/20/2016,45.62,42.61,44.02038,43.76713,99
Indiana,now-cast,Ball State University,10/10/2016,10/16/2016,37.0,43.0,37.4152,46.21149000000001,92
Iowa,now-cast,The Times-Picayune/Lucid,10/7/2016,10/10/2016,41.0,37.0,41.86328,42.7966,99
Vermont,now-cast,SurveyMonkey,10/27/2016,11/2/2016,55.0,24.0,53.71335,24.10464,14
Nevada,now-cast,Ipsos,10/7/2016,10/27/2016,40.2,40.11,38.44491,40.95301,17
Maine CD-2,now-cast,Clarity Campaign Labs,10/10/2016,10/11/2016,39.0,39.0,37.22212,39.537,
New York,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,41.72,30.76,47.73162,39.58494,62
Wisconsin,now-cast,Ipsos,10/14/2016,10/27/2016,46.75,41.62,45.4424,42.54568,72
Colorado,now-cast,Magellan Strategies,8/29/2016,8/31/2016,41.0,36.0,43.03067,39.56199,64
Colorado,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,38.58,28.19,45.3786,37.04429,64
Florida,now-cast,Trafalgar Group,10/27/2016,10/31/2016,44.82,48.68,44.7322,46.68735,67
Indiana,now-cast,The Times-Picayune/Lucid,10/7/2016,10/10/2016,37.0,43.0,37.79469,48.45847,92
North Carolina,now-cast,Public Policy Polling,5/20/2016,5/22/2016,41.0,43.0,43.32442,47.10497,100
Pennsylvania,now-cast,Evolving Strategies,6/10/2016,6/22/2016,46.0,32.0,47.91435,38.56385,67
Michigan,now-cast,SurveyMonkey,10/18/2016,10/26/2016,43.0,40.0,41.55767,41.63848,83
Kansas,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,45.87,26.74,51.51439,35.6429,105
Florida,now-cast,Saint Leo University,11/29/2015,12/3/2015,49.0,41.0,46.76328,43.07137,67
Texas,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,33.42,40.37,40.08092,48.93499,254
Kentucky,now-cast,Google Consumer Surveys,9/14/2016,9/16/2016,23.9,35.4,32.32424,45.74927,120
Arkansas,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,27.6,39.6,35.16248,49.1871,75
Arkansas,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,28.09,45.52,35.31867000000001,53.91326,75
Illinois,now-cast,SurveyMonkey,10/24/2016,10/30/2016,53.0,34.0,51.64494000000001,34.62573,102
Texas,now-cast,SurveyMonkey,10/20/2016,10/28/2016,40.0,47.0,38.56649,48.23057,254
Virginia,now-cast,Hampton University,10/26/2016,10/30/2016,41.0,44.0,41.58135,43.9702,134
Ohio,now-cast,Remington,10/30/2016,10/30/2016,43.0,48.0,43.00036,47.19102,88
Michigan,now-cast,EPIC-MRA,9/10/2016,9/13/2016,38.0,35.0,41.84339,39.4637,83
Florida,now-cast,Emerson College,10/26/2016,10/27/2016,46.0,45.0,46.17809000000001,44.1894,67
Idaho,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,11.78,42.37,19.59535,51.34763,44
Wisconsin,now-cast,Ipsos,9/2/2016,9/15/2016,42.89,39.63,42.99486,40.51183,72
Alaska,now-cast,YouGov,10/4/2016,11/6/2016,37.4,37.7,38.19873,40.2746,29
Oregon,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,44.95,26.36,50.29815,31.88362,36
North Carolina,now-cast,Rasmussen Reports/Pulse Opinion Research,10/27/2016,10/31/2016,46.0,46.0,46.56982,46.95829000000001,100
North Carolina,now-cast,Rasmussen Reports/Pulse Opinion Research,10/26/2016,10/30/2016,44.0,46.0,44.5597,47.15129,100
Mississippi,now-cast,Ipsos,10/23/2016,11/6/2016,35.93,53.09,35.99962,53.36322,82
Florida,now-cast,Ipsos,8/12/2016,8/18/2016,48.52,41.41,48.95297,43.76177,67
Ohio,now-cast,Gravis Marketing,11/3/2016,11/6/2016,42.0,48.0,41.93433,47.38138,88
New York,now-cast,Siena College,6/22/2016,6/28/2016,54.0,31.0,56.65189,36.53033,62
Michigan,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,35.17,29.24,42.97488,38.4313,83
New Hampshire,now-cast,SurveyMonkey,10/30/2016,11/6/2016,49.0,38.0,47.65493,37.44134,10
Pennsylvania,now-cast,Siena College,10/23/2016,10/25/2016,46.0,39.0,46.36182,41.8756,67
Indiana,now-cast,Monmouth University,10/11/2016,10/13/2016,41.0,45.0,40.129,47.55305,92
Colorado,now-cast,Quinnipiac University,8/9/2016,8/16/2016,41.0,33.0,43.73724,36.66068,64
Pennsylvania,now-cast,Franklin & Marshall College,9/28/2016,10/2/2016,47.0,38.0,47.96432,42.70412,67
Nebraska,now-cast,SurveyMonkey,10/26/2016,11/1/2016,33.0,52.0,31.66942,52.24401,93
New Hampshire,now-cast,SurveyMonkey,10/25/2016,10/31/2016,48.0,35.0,46.70174,35.64424,10
Ohio,now-cast,YouGov,5/16/2016,5/19/2016,44.0,39.0,44.43014,40.46466,88
Connecticut,now-cast,Ipsos,8/12/2016,9/1/2016,47.04,39.13,46.89947,40.67362,8
Maine CD-2,now-cast,Maine People's Resource Center,9/15/2016,9/17/2016,33.2,44.3,36.83401,47.86908,
Kansas,now-cast,SurveyMonkey,10/30/2016,11/6/2016,36.0,48.0,34.62041,47.4206,105
Georgia,now-cast,SurveyMonkey,10/25/2016,10/31/2016,44.0,46.0,42.62111,46.29797,159
Hawaii,now-cast,Ipsos,10/23/2016,11/6/2016,47.31,28.75,46.15473,27.91806,5
Idaho,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,24.07,40.41,31.6577,50.51104,44
Florida,now-cast,"Mason-Dixon Polling & Research, Inc.",8/22/2016,8/24/2016,44.0,42.0,45.14606,45.74222,67
Vermont,now-cast,SurveyMonkey,10/18/2016,10/26/2016,53.0,24.0,51.58199000000001,25.96843,14
Nebraska,now-cast,YouGov,10/4/2016,11/6/2016,32.3,44.9,33.08891,47.33685,93
Indiana,now-cast,Public Opinion Strategies,11/1/2016,11/3/2016,37.0,48.0,37.37743,49.45787,92
