State,Poll Type,Clinton,Trump,Clinton Adjusted,Trump Adjusted
Virginia,now-cast,39.0,34.0,44.34836,39.97411
Missouri,now-cast,42.0,45.0,40.77929,45.8824
Connecticut,now-cast,51.0,38.0,49.58733,39.4532
Wyoming,now-cast,25.0,59.0,23.56857,60.87516
Alaska,now-cast,34.6,29.98,40.26467,39.03119
Iowa,now-cast,40.0,45.0,38.86934,47.83055
Arkansas,now-cast,36.0,53.0,34.66227,52.97664
Mississippi,now-cast,42.0,47.0,40.6065,47.42754
Massachusetts,now-cast,56.0,29.0,54.72792,28.90042
Georgia,now-cast,45.0,45.0,43.63241,44.60509
Missouri,now-cast,41.0,40.0,39.75752,41.00997
South Carolina,now-cast,43.0,47.0,41.63804,46.73801
New York,now-cast,58.0,32.0,56.66786999999999,31.65166
Maryland,now-cast,53.72,31.56,52.70012,32.80662
Massachusetts,now-cast,48.34,23.72,53.82776,32.78197
Kentucky,now-cast,41.04,51.6,39.91948,53.00727
Illinois,now-cast,37.07,30.39,42.41006,38.13129
Texas,now-cast,30.24,43.55,35.577,51.24968
Tennessee,now-cast,41.0,49.0,39.66161,48.78061
Indiana,now-cast,36.0,50.0,34.56433,51.2076
Montana,now-cast,33.91,54.15,31.36603,53.69252
Maine,now-cast,42.77,25.71,48.46488,34.98215
Oregon,now-cast,46.28,37.24,44.59839,38.35194
Rhode Island,now-cast,57.33,13.05,63.05511,22.54325
Nevada,now-cast,43.0,44.0,41.67074,43.99785
Pennsylvania,now-cast,39.02,38.79,44.35498,46.46226
Kansas,now-cast,37.0,48.0,35.67258,48.25469
Georgia,now-cast,44.0,45.0,42.55054000000001,46.06027
New Jersey,now-cast,55.0,37.0,53.67802,36.81026
Pennsylvania,now-cast,45.0,41.0,45.49083,43.60217
North Carolina,now-cast,47.0,41.0,47.48479,43.51756
Ohio,now-cast,42.0,43.0,42.49826,45.70647
Connecticut,now-cast,52.0,38.0,50.69288,37.83711
Florida,now-cast,51.7,37.7,52.51366,44.41026
Wyoming,now-cast,16.58,51.9,22.22985,60.84277
Florida,now-cast,48.01,44.38,47.25991,46.19732
New York,now-cast,48.0,34.0,50.15779000000001,37.88253
Georgia,now-cast,40.91,49.4,39.42551,50.31358
Missouri,now-cast,39.0,49.0,37.66132,48.78009
Georgia,now-cast,44.0,46.0,42.63701,45.73616
Vermont,now-cast,39.0,17.0,44.36967,23.4026
Wisconsin,now-cast,44.0,43.0,42.67556,42.66176
New York,now-cast,57.0,32.0,55.57433,33.3143
New York,now-cast,43.97,29.08,49.31417,36.87696
Kansas,now-cast,36.0,48.0,34.56211,49.69869
Florida,now-cast,46.0,41.0,46.49689,43.68719
Iowa,now-cast,37.0,47.0,35.68676,46.82606
Wisconsin,now-cast,43.0,42.0,41.57948,43.36935
Tennessee,now-cast,34.58,47.28,33.67812,48.66798
West Virginia,now-cast,27.0,59.0,25.65565,59.681
Kentucky,now-cast,35.0,55.0,33.66298,54.78307
Maryland,now-cast,49.12,25.44,54.54406,33.77474
Virginia,now-cast,41.0,34.0,43.71494000000001,40.38335
Florida,now-cast,46.68,47.07,46.58519,47.24273
New Jersey,now-cast,52.66,31.71,51.94827,33.81041
Kansas,now-cast,36.0,47.0,34.66126,47.47041
Iowa,now-cast,37.0,37.0,40.00531,43.79368
Nebraska,now-cast,34.0,50.0,32.677040000000005,50.01366
Idaho,now-cast,23.38,33.65,29.02798,42.57916
Montana,now-cast,27.78,28.31,33.44003,37.32725
Tennessee,now-cast,38.0,51.0,36.56674,52.23326
Virginia,now-cast,49.04,37.04,47.68677,38.3177
Pennsylvania,now-cast,47.0,42.0,45.56427,43.20696
Nevada,now-cast,42.0,43.0,40.66327,43.22325
Idaho,now-cast,31.0,49.0,29.65953,49.70097
Arizona,now-cast,42.0,43.0,40.5763,44.33535
Georgia,now-cast,33.26,42.1,38.66379000000001,50.20331
West Virginia,now-cast,39.5,55.84,38.119,57.13055
Utah,now-cast,30.0,33.0,28.66256,32.97923
California,now-cast,54.0,31.0,52.57464,32.31767
Arizona,now-cast,38.0,40.0,40.87095,42.75748
North Carolina,now-cast,43.0,45.0,44.49078,47.10657
Colorado,now-cast,46.61,40.89,44.47589,41.26826
District of Columbia,now-cast,88.0,5.0,86.59770999999998,7.284416
New Hampshire,now-cast,47.0,32.0,50.05937,37.35268
South Dakota,now-cast,35.73,45.45,34.301190000000005,45.10083
Louisiana,now-cast,37.0,51.0,35.63876,50.91769
Colorado,now-cast,37.0,28.0,42.64424,34.38165
Washington,now-cast,46.94,37.24,45.61403,38.49202
Texas,now-cast,40.0,47.0,38.56649,48.23057
South Dakota,now-cast,29.0,55.0,27.66127,55.70995
California,now-cast,56.0,30.0,54.66834,29.65228
Minnesota,now-cast,47.0,37.0,45.68338,37.02953
Washington,now-cast,53.0,34.0,51.6943,33.83967
Iowa,now-cast,39.0,37.0,41.68006,40.86343
Pennsylvania,now-cast,44.0,39.0,46.78252,41.48626
Florida,now-cast,45.0,40.0,46.99396,44.66393
Maryland,now-cast,63.0,26.0,61.65936,25.96933
Maine,now-cast,49.0,37.0,47.70331,37.35854000000001
Oregon,now-cast,51.0,36.0,49.69059,35.83297
Wyoming,now-cast,21.0,57.0,23.30786,62.64851
Virginia,now-cast,48.0,40.0,46.66008,39.77784000000001
Nevada,now-cast,33.6,35.34,39.22911,44.13112
Indiana,now-cast,38.27,47.14,36.01475,47.14244
Kansas,now-cast,37.9,50.27,35.93095,50.3158
Illinois,now-cast,60.31,27.44,59.18042,28.8704
Delaware,now-cast,46.96,39.29,45.8756,40.12209
Arkansas,now-cast,34.43,38.13,40.04557,46.82206
Ohio,now-cast,40.0,45.0,38.57176,46.28687
Nevada,now-cast,40.77,38.73,39.5108,39.41562
Missouri,now-cast,39.0,49.0,40.48737,50.52068
Oregon,now-cast,50.0,35.0,48.58582,36.43708
South Carolina,now-cast,43.0,47.0,41.6384,46.91682
Nebraska,now-cast,27.82,40.76,33.45921,49.62494
Pennsylvania,now-cast,46.0,43.0,44.65289,42.63198
Nevada,now-cast,43.0,42.0,41.65232,42.43202
Arizona,now-cast,44.0,43.0,42.67081,42.65553
Idaho,now-cast,31.26,54.18,29.71353,54.66484000000001
Washington,now-cast,45.72,25.4,51.17671,34.107409999999994
District of Columbia,now-cast,57.9,15.1,64.07840999999999,24.59721
Iowa,now-cast,42.0,44.0,44.03567,47.96999
Colorado,now-cast,45.0,38.0,43.58336,39.41081
South Carolina,now-cast,45.97,48.85,45.29861,49.88636
New Hampshire,now-cast,56.62,17.43,62.77681,26.84018
Maryland,now-cast,62.0,27.0,60.54951,28.5279
Alabama,now-cast,35.0,53.0,33.632220000000004,52.90133
Michigan,now-cast,48.0,42.0,46.64978,42.545
Ohio,now-cast,46.0,40.0,49.02962,44.23941
Colorado,now-cast,43.0,40.0,41.68134000000001,39.66936
Maine,now-cast,49.0,37.0,47.69079,37.59721
New York,now-cast,57.0,32.0,55.67313000000001,31.80142
Mississippi,now-cast,41.16,48.59,40.92347,49.96358
Arkansas,now-cast,35.6,52.44,34.60687,53.32963
Massachusetts,now-cast,57.0,29.0,55.72841999999999,29.14241
South Carolina,now-cast,37.0,41.0,38.9581,44.26946
New York,now-cast,52.61,26.67,51.73986,28.42541
Wisconsin,now-cast,41.56,37.39,40.41957,38.70997
Virginia,now-cast,40.71,31.13,46.13509000000001,39.47652
California,now-cast,47.86,23.83,53.20446,31.63088
Maine,now-cast,48.2,34.82,46.6566,35.52281
Utah,now-cast,24.0,39.0,25.65818,41.79232
Minnesota,now-cast,42.74,35.8,40.91311,36.45101
Georgia,now-cast,44.0,37.0,45.92422,41.06295
Kentucky,now-cast,30.0,61.0,28.56763,62.24286
Colorado,now-cast,39.0,33.0,42.00627,39.79504
Texas,now-cast,42.0,47.0,40.65618,46.63631
Delaware,now-cast,40.37,28.34,46.36223,37.08679
Ohio,now-cast,42.0,46.0,40.66404,45.64664000000001
Illinois,now-cast,46.4,32.5,49.63698,36.39108
Arizona,now-cast,41.78,31.4,47.21992,39.91576
Nebraska,now-cast,33.32,48.55,32.05526,49.27633
South Carolina,now-cast,44.0,45.0,42.63178,45.11683
Oklahoma,now-cast,32.0,56.0,30.65767,55.96509
Oklahoma,now-cast,36.0,51.26,33.97302,51.082
Florida,now-cast,41.0,44.0,44.01971,48.08858
Florida,now-cast,36.07,39.16,41.41056,46.90794
Colorado,now-cast,44.08,25.6,49.52983,34.2289
Rhode Island,now-cast,52.2,25.04,58.37769,34.53434
Illinois,now-cast,49.2,35.6,51.36675,38.77113
Georgia,now-cast,45.0,45.0,43.63738,44.91425
Hawaii,now-cast,49.42,29.17,55.52175,38.35823
Mississippi,now-cast,22.04,53.32,27.59607,61.57691
Tennessee,now-cast,41.0,50.0,39.66201,49.97598
Illinois,now-cast,52.0,37.0,50.66632,36.78912
New Jersey,now-cast,54.0,38.0,52.67845,38.01717
New Hampshire,now-cast,38.5,47.9,41.28328,49.07748
Kansas,now-cast,36.0,47.0,34.65746,47.69028
Arkansas,now-cast,34.0,53.0,32.55127,54.55169
Missouri,now-cast,39.0,48.0,37.66173,47.97527
New Mexico,now-cast,43.87,36.38,39.84485,34.37442
Oklahoma,now-cast,33.66,44.49,39.2682,53.12816
Connecticut,now-cast,53.0,36.07,51.93633,37.11678
North Dakota,now-cast,31.0,49.0,29.579290000000004,51.02576
Arkansas,now-cast,38.0,52.0,36.65503,52.19539
South Carolina,now-cast,43.0,45.0,41.62206,45.30209
Minnesota,now-cast,35.95,28.73,41.39622,37.31766
New Hampshire,now-cast,46.23,41.64,44.5974,42.33941
North Carolina,now-cast,48.0,41.0,46.64384,40.6201
Massachusetts,now-cast,54.07,28.57,52.71392,30.08827
Delaware,now-cast,52.0,34.0,50.5582,35.72956
Colorado,now-cast,48.0,35.0,50.03964000000001,38.95284
Louisiana,now-cast,35.98,49.16,35.48838,50.37869
Iowa,now-cast,44.74,44.49,43.57868,45.39423
New Mexico,now-cast,40.3,22.32,45.94542,31.23043
Michigan,now-cast,44.0,42.0,42.66724,41.65084
Indiana,now-cast,35.95,33.04,41.37314,41.36421
Louisiana,now-cast,25.82,49.54,31.39793,57.95683
Maine,now-cast,52.0,35.0,50.58109,36.95615
Indiana,now-cast,35.0,52.0,33.65796,51.77401
Maryland,now-cast,63.0,27.0,61.65219,27.18579
North Carolina,now-cast,37.81,38.07,43.22454000000001,46.29605
Connecticut,now-cast,52.0,38.0,50.69333,38.05447
Virginia,now-cast,49.0,38.0,47.82657,40.51777
California,now-cast,56.0,29.0,54.67361,28.802290000000006
Virginia,now-cast,48.0,40.0,46.66048,39.97213
West Virginia,now-cast,40.71,53.95,39.74872,54.98927
Wisconsin,now-cast,43.0,38.0,41.86003,40.7625
Texas,now-cast,35.46,46.27,35.69171,47.07357
Wisconsin,now-cast,45.0,43.0,43.68096,42.81557
Louisiana,now-cast,37.0,51.0,35.63212,51.11798
Iowa,now-cast,37.0,47.0,35.6872,47.03912
Arkansas,now-cast,39.0,52.0,37.6444,52.39801
Alaska,now-cast,31.0,46.0,29.57428,47.95535
Nevada,now-cast,44.0,44.0,42.55636,45.62075
Montana,now-cast,34.26,57.98,32.331340000000004,57.15423000000001
Maryland,now-cast,63.0,27.0,61.64167,27.3863
Minnesota,now-cast,47.0,37.0,45.67558,37.26485
Missouri,now-cast,37.53,34.42,42.95625,42.77968
Utah,now-cast,30.0,34.0,28.65116,34.20381
Georgia,now-cast,39.0,43.0,40.86971,46.31551
Michigan,now-cast,37.41,28.49,42.84656,36.96744
Florida,now-cast,47.57,41.81,46.90821,43.71601
Pennsylvania,now-cast,46.0,43.0,46.62909000000001,43.30058
Washington,now-cast,54.0,34.0,52.69475,34.05803
Alabama,now-cast,36.51,56.76,35.8913,57.44973
Pennsylvania,now-cast,48.0,43.0,47.37631,43.71187000000001
Rhode Island,now-cast,49.0,37.0,47.59756,39.28229
Iowa,now-cast,39.0,40.0,42.94505,44.4362
North Carolina,now-cast,48.0,43.0,46.5582,44.14214000000001
Ohio,now-cast,39.0,42.0,41.83392,46.3653
Maine,now-cast,50.0,38.0,48.68658,38.84047
South Carolina,now-cast,43.0,45.0,41.53691,46.35694
New Mexico,now-cast,46.0,36.0,45.59037,37.4126
Michigan,now-cast,49.0,41.0,47.59727,41.91975
Oregon,now-cast,43.1,39.7,46.81535,42.67229
Texas,now-cast,31.57,57.0,30.22628,58.16726
Nebraska,now-cast,32.0,51.0,30.56015,52.67222
Tennessee,now-cast,30.0,47.0,34.17152,53.45395
Pennsylvania,now-cast,46.0,43.0,44.65787,42.77385
Massachusetts,now-cast,58.0,29.0,56.71946,29.4131
South Carolina,now-cast,42.0,46.0,40.6188,46.49092
Nevada,now-cast,43.0,43.0,41.64864,43.64482
Georgia,now-cast,44.0,45.0,42.63078,45.11346
Montana,now-cast,32.1,40.84,38.15957,49.85821
Kentucky,now-cast,35.0,56.0,33.66338,55.9794
Pennsylvania,now-cast,46.0,37.0,48.39548,41.45564
Missouri,now-cast,37.05,48.7,36.00743,49.14017
Michigan,now-cast,44.0,41.0,42.57391,42.3098
Florida,now-cast,47.0,44.0,45.57037,45.2721
Kansas,now-cast,45.87,26.74,51.51439,35.6429
Montana,now-cast,35.0,52.0,33.57249,53.93025
Oregon,now-cast,51.0,36.0,49.69103,36.04871
Nevada,now-cast,45.0,41.0,46.83581,44.734
Georgia,now-cast,41.51,50.04,40.20119,50.80425
New York,now-cast,58.0,32.0,56.67355,32.0049
Colorado,now-cast,45.0,38.0,44.4265,38.91047
Nebraska,now-cast,33.0,52.0,31.66942,52.24401
Virginia,now-cast,49.22,38.8,48.07986,39.9362
Kentucky,now-cast,37.27,57.06,36.78687,58.06936999999999
Utah,now-cast,30.0,33.0,28.63614,33.41117
North Dakota,now-cast,13.34,63.29,19.43162,72.43739000000002
Illinois,now-cast,57.49,31.29,56.7558,32.47121
New York,now-cast,54.76,31.07,54.29954,32.57498
Florida,now-cast,47.0,45.0,45.66198,44.64393
Virginia,now-cast,49.0,39.0,47.65328,39.18948
Illinois,now-cast,53.0,36.0,51.66673,35.9878
New Jersey,now-cast,55.0,36.0,53.67078000000001,36.24863
Maine CD-2,now-cast,37.8,33.6,41.4566,38.43754000000001
Florida,now-cast,45.0,40.0,47.89489,44.33909
Alabama,now-cast,37.0,52.0,35.62576,52.09648
Texas,now-cast,42.0,47.0,40.66122,46.77991
Alaska,now-cast,31.0,38.0,33.388020000000004,43.78551
Hawaii,now-cast,49.0,34.0,47.58144,36.05596
Minnesota,now-cast,46.0,37.0,44.66415,37.48281
California,now-cast,65.89,22.37,64.77056999999999,23.88073
Massachusetts,now-cast,58.0,29.0,56.7063,29.66382
Arkansas,now-cast,37.0,53.0,35.64083,53.60453
Colorado,now-cast,44.0,40.0,42.68686,39.82622
Arizona,now-cast,44.0,43.0,42.67612,42.80683
Missouri,now-cast,37.0,49.0,35.55094000000001,50.54723
Wisconsin,now-cast,38.22,28.86,43.66438,37.42672
Alaska,now-cast,29.97,27.17,36.03799,36.22216
Louisiana,now-cast,38.0,53.0,36.53712,54.35978000000001
Maryland,now-cast,63.0,27.0,61.63813,27.59066
Virginia,now-cast,48.0,38.0,46.64272,38.39079
New Jersey,now-cast,49.93,32.23,49.46047,34.194990000000004
Louisiana,now-cast,38.0,51.0,36.62239,51.30349
Missouri,now-cast,39.0,47.0,37.6545,47.19359
Tennessee,now-cast,31.08,43.0,36.69515,51.68901
Maine CD-1,now-cast,45.2,30.9,49.0328,36.04805
Ohio,now-cast,41.0,46.0,39.66923,45.79438
Maryland,now-cast,53.07,31.74,52.54697,32.68572
Montana,now-cast,31.0,44.0,33.36292,49.74262
North Dakota,now-cast,26.0,51.0,28.45838,56.90579
Georgia,now-cast,41.0,40.0,41.66522,43.51513
South Carolina,now-cast,29.99,44.27,35.56738,52.68275
Vermont,now-cast,54.0,23.0,52.58684,25.13179
Michigan,now-cast,41.0,31.6,44.71145,37.31316
Arizona,now-cast,42.22,49.06,41.30722,49.71753
California,now-cast,56.0,29.0,54.67403,29.0061
Indiana,now-cast,36.0,51.0,34.658359999999995,50.96682
South Dakota,now-cast,32.0,52.0,30.56902,53.88144000000001
New Jersey,now-cast,41.22,32.52,46.66167,41.05576
New Jersey,now-cast,55.0,35.0,53.65954,35.46301
Georgia,now-cast,44.0,46.0,42.62111,46.29797
Illinois,now-cast,52.0,34.0,50.55395,35.58803
Virginia,now-cast,48.0,39.0,46.55019,40.53703
Michigan,now-cast,44.0,43.0,42.67249,42.80027000000001
West Virginia,now-cast,29.0,61.0,27.56527,62.82879000000001
Rhode Island,now-cast,44.76,28.48,51.79166,37.82401
Missouri,now-cast,39.0,46.0,37.64389,46.39581
Iowa,now-cast,41.0,44.0,39.56627,45.75511
Nebraska,now-cast,32.0,52.0,30.65823,52.45737
Idaho,now-cast,24.82,32.89,30.85771,41.8201
Delaware,now-cast,46.26,35.62,45.73281,36.10011
Kentucky,now-cast,29.49,41.89,35.10733,50.59499
Connecticut,now-cast,52.01,34.09,51.91162,34.58093
Tennessee,now-cast,40.0,51.0,38.65477,51.19453
Oregon,now-cast,51.33,36.0,50.37568,36.70156
Maine,now-cast,45.94,33.06,45.06652,33.37918
North Carolina,now-cast,48.0,42.0,46.64865,41.75719
South Dakota,now-cast,31.67,46.8,30.56913,46.26689
District of Columbia,now-cast,62.21,9.8,69.24297,19.14678
Nebraska,now-cast,26.88,39.06,32.90178,47.92586
South Dakota,now-cast,29.0,43.0,31.31414,48.65924
Alabama,now-cast,35.0,55.0,33.61628,55.27724
Ohio,now-cast,33.83,38.97,39.26355,47.41306
Massachusetts,now-cast,60.0,29.0,58.59106,31.09141
Connecticut,now-cast,51.0,38.0,49.68528,38.2976
Utah,now-cast,29.0,32.0,27.5147,33.58913
Iowa,now-cast,32.59,35.59,38.24546,44.57381
Washington,now-cast,54.0,34.0,52.68666,34.30228
Washington,now-cast,48.94,35.28,48.77788,35.8499
Arizona,now-cast,45.0,42.0,46.41916,46.4745
Tennessee,now-cast,33.86,48.57,33.4615,49.65593
New York,now-cast,57.0,33.0,55.66601,33.23251
Alabama,now-cast,36.0,52.0,34.533190000000005,53.30648000000001
Idaho,now-cast,31.01,55.22,30.059990000000006,55.34184000000001
Texas,now-cast,33.31,40.79,38.73616,49.14864
Mississippi,now-cast,39.96,51.09,40.17595,52.14103
Washington,now-cast,53.0,34.0,51.67479,34.52851
Utah,now-cast,30.0,33.0,28.62865,33.62269000000001
Ohio,now-cast,41.0,44.0,39.84124,46.62506
Pennsylvania,now-cast,47.0,42.0,45.65827,41.96659
Wisconsin,now-cast,44.0,42.0,42.68139,42.02454
Pennsylvania,now-cast,49.0,36.0,50.83384,41.7181
Arizona,now-cast,41.0,44.0,39.85229,46.70585
Illinois,now-cast,52.0,35.0,50.65937,35.21005
Alabama,now-cast,19.61,54.78,25.17749,63.12038
West Virginia,now-cast,27.41,50.21,33.43553,59.09098
Connecticut,now-cast,48.96,27.69,54.62526,36.74548
Illinois,now-cast,52.0,35.0,50.64857,35.41591
Kansas,now-cast,34.85,55.3,33.471779999999995,54.98438
Oklahoma,now-cast,32.0,55.0,30.650540000000003,55.18023
South Dakota,now-cast,32.71,36.87,38.75319,45.8222
Oregon,now-cast,51.0,36.0,49.68304000000001,36.29005
Oklahoma,now-cast,31.0,55.0,29.5485,56.5141
Arkansas,now-cast,34.69,40.24,40.66887,48.93294
New Jersey,now-cast,53.0,35.0,51.56100000000001,36.68366
Nevada,now-cast,46.23,42.29,45.53769000000001,42.62092
Vermont,now-cast,57.02,16.11,63.14719,25.40079
West Virginia,now-cast,36.37,55.31,35.99466,55.98922
Florida,now-cast,47.0,45.0,45.66713,44.79058
Washington,now-cast,51.0,34.0,49.5708,35.81667
Virginia,now-cast,48.0,39.0,46.63917,39.59598
Vermont,now-cast,39.0,24.0,45.07385,29.753190000000004
New Hampshire,now-cast,49.0,37.0,47.59313,39.22007
New York,now-cast,56.0,33.0,54.65495,33.44333
Indiana,now-cast,37.21,50.31,35.44913,50.01197
California,now-cast,61.26,27.86,60.55125,29.12021
California,now-cast,55.0,30.0,53.66648000000001,30.23409
New Mexico,now-cast,49.11,35.93,45.6773,33.56256
Illinois,now-cast,38.96,29.27,44.39086,37.68234
New Mexico,now-cast,41.0,34.0,39.56686,35.85125
Minnesota,now-cast,47.0,37.0,45.56396,38.72388
New Hampshire,now-cast,46.18,21.23,53.17309,30.49297
Arkansas,now-cast,37.87,53.01,37.42255,53.5509
New Hampshire,now-cast,49.45,39.51,48.51664,39.81754
Massachusetts,now-cast,58.0,28.0,56.70188,28.91938
Oklahoma,now-cast,33.48,41.63,39.4455,50.26902000000001
Massachusetts,now-cast,52.83,18.93,58.55141,28.396140000000006
Colorado,now-cast,44.77,44.86,43.20148,44.92526
Connecticut,now-cast,51.0,36.0,49.56995,37.80508
Pennsylvania,now-cast,46.0,40.0,44.82304,42.49191
New Jersey,now-cast,55.0,34.0,53.65575,34.68152
West Virginia,now-cast,27.0,52.0,29.26151,57.56929
Texas,now-cast,33.59,50.14,32.63098,51.059
Wisconsin,now-cast,45.72,42.28,45.13062,43.28952
Texas,now-cast,42.0,46.0,40.66163,45.97502
Kentucky,now-cast,34.0,57.0,32.65611,57.19902
California,now-cast,55.0,30.0,53.6554,30.44526
Ohio,now-cast,42.6,38.6,45.67907,42.79794
New York,now-cast,44.04,28.96,49.47715,37.44418
Iowa,now-cast,40.0,45.0,38.66773,45.4982
Texas,now-cast,42.0,44.0,40.82841,46.53125
Massachusetts,now-cast,48.99,29.85,48.30069,31.03746
Oregon,now-cast,43.67,24.5,49.33158,33.52863
Minnesota,now-cast,42.03,37.57,40.75905,37.9097
Georgia,now-cast,44.0,46.0,42.61785,46.48604
Nebraska,now-cast,31.75,47.56,31.06796,47.92719
Minnesota,now-cast,47.0,38.0,45.66031,38.70498
Iowa,now-cast,39.0,45.0,37.67931,45.27744000000001
Mississippi,now-cast,42.0,50.0,40.53245,51.36791
Maryland,now-cast,47.49,24.96,53.1009,33.61795
Michigan,now-cast,45.0,37.0,43.84647,39.66327
Tennessee,now-cast,38.0,50.0,36.55111,51.54956
Oklahoma,now-cast,33.22,53.2,31.72717,52.67652
Indiana,now-cast,35.0,50.0,33.54891,51.51974000000001
Colorado,now-cast,44.0,40.0,42.68729,40.03934
South Carolina,now-cast,44.41,49.0,44.40826,49.56871
Idaho,now-cast,29.0,50.0,27.56785,51.8651
Washington,now-cast,53.0,34.0,51.6708,34.75911
Arizona,now-cast,43.0,43.0,41.67655,43.01241
Connecticut,now-cast,51.0,39.0,49.67346,39.5228
Ohio,now-cast,41.0,46.0,39.66964,45.99511
West Virginia,now-cast,24.42,48.57,31.17057,57.32336
Colorado,now-cast,44.0,37.0,42.86948,39.83159000000001
Illinois,now-cast,53.0,34.0,51.64494000000001,34.62573
Wisconsin,now-cast,43.0,42.0,41.56277,43.70766
Pennsylvania,now-cast,48.0,42.0,46.65113,42.1822
Louisiana,now-cast,35.53,50.88,35.52512,51.76652
Montana,now-cast,39.76,53.47,38.16805,52.45945
Delaware,now-cast,43.0,33.0,45.16233,38.39977
Hawaii,now-cast,62.08,16.96,68.97137,26.00923
North Carolina,now-cast,46.0,40.0,44.80827,42.3839
Virginia,now-cast,48.26,40.35,48.12003,40.84377
Missouri,now-cast,39.0,46.0,37.64032,46.60192
Oklahoma,now-cast,31.0,54.0,29.64009,54.3795
Iowa,now-cast,44.43,46.18,43.87684,46.71794000000001
Georgia,now-cast,30.22,41.25,35.79574,49.65076
Oregon,now-cast,51.0,36.0,49.67131,36.51358
Alabama,now-cast,36.0,54.0,34.61309,54.46149000000001
Mississippi,now-cast,23.91,50.69,29.780890000000007,58.94767
Indiana,now-cast,37.0,52.0,35.65121,52.1825
Vermont,now-cast,44.43,27.34,51.36837,36.488
Washington,now-cast,43.16,26.71,48.82753,35.7821
California,now-cast,47.95,26.85,53.3876,35.33924000000001
Maine,now-cast,49.93,22.54,56.86031,31.67104
Rhode Island,now-cast,41.0,33.0,43.71479,39.34404
Pennsylvania,now-cast,49.0,41.0,47.64065,41.38191
North Dakota,now-cast,30.32,43.17,29.31746,43.31581
Florida,now-cast,38.49,38.56,43.92161,46.98092000000001
Louisiana,now-cast,36.0,54.0,34.61912,54.49258
Kentucky,now-cast,25.0,41.0,31.10403,50.40207
Michigan,now-cast,45.0,42.0,43.67291,42.0033
Montana,now-cast,31.06,37.96,37.87346,46.8455
Indiana,now-cast,37.0,51.0,35.64074,51.38227
Alaska,now-cast,47.46,36.7,54.28901,45.6182
Nebraska,now-cast,33.0,51.0,31.65446,51.67484
Minnesota,now-cast,35.74,30.31,41.38934,39.24902
California,now-cast,50.0,26.0,52.65377,29.74397
Florida,now-cast,45.0,47.0,46.33385,48.60519
Massachusetts,now-cast,49.0,31.0,53.92114,36.52537
Wisconsin,now-cast,44.0,42.0,42.67365,42.2583
Texas,now-cast,41.0,47.0,39.6544,47.19326
Georgia,now-cast,42.8,43.0,44.06,46.2991
Wyoming,now-cast,11.04,52.74,17.08109,61.68371
Georgia,now-cast,44.0,46.0,42.53629,47.34858
North Carolina,now-cast,49.0,41.0,47.64904,40.94346
New York,now-cast,57.0,33.0,55.65123000000001,33.6582
Michigan,now-cast,34.0,29.0,39.43246,34.62598
Wisconsin,now-cast,44.0,42.0,42.66229000000001,42.47482
Connecticut,now-cast,41.0,36.0,45.54527,41.48383
Tennessee,now-cast,38.0,51.0,36.64416,51.39696
Iowa,now-cast,40.0,44.0,38.66384,44.72319
Hawaii,now-cast,42.4,21.69,49.94136,30.533040000000003
Nevada,now-cast,43.81,30.43,49.81346,39.22202
Kentucky,now-cast,29.0,60.0,27.55193,61.5607
California,now-cast,55.0,31.0,55.23795,35.23601
Missouri,now-cast,37.93,26.95,43.54469,35.63565999999999
Kansas,now-cast,36.0,48.0,34.56647,49.84568
Washington,now-cast,48.0,36.0,48.35173,37.41624
South Dakota,now-cast,28.31,51.61,27.23619,51.22842
Ohio,now-cast,41.0,38.0,41.94815,40.60102
Ohio,now-cast,40.0,45.0,38.6513,45.42763
Florida,now-cast,47.0,44.0,45.66754,43.98984
California,now-cast,55.0,30.0,53.651680000000006,30.660490000000006
South Dakota,now-cast,36.16,37.36,42.9432,46.18193
Texas,now-cast,41.0,47.0,39.6438,47.39542
Kansas,now-cast,40.37,30.72,46.40119,39.62383
South Carolina,now-cast,42.92,49.66,42.99617,50.29801
New Mexico,now-cast,35.4,28.14,41.43306,37.05136
Ohio,now-cast,40.0,45.0,38.5557,46.61183
Kentucky,now-cast,31.0,58.0,29.64543,58.40245
Delaware,now-cast,47.37,18.2,54.05906,26.82412
Arizona,now-cast,42.0,43.0,40.55986,44.66816
Ohio,now-cast,42.0,45.0,40.66221,45.21965
Rhode Island,now-cast,42.37,22.99,50.1046,32.11102
Oregon,now-cast,52.0,33.0,50.56857,34.78635
Illinois,now-cast,51.0,32.0,51.18882,34.33903
Arizona,now-cast,42.0,43.0,40.66893,43.24237
Connecticut,now-cast,51.0,39.0,49.66949,39.75235
Michigan,now-cast,51.0,38.0,49.65876,39.62872
Indiana,now-cast,38.24,32.72,43.8493,41.36624000000001
Arizona,now-cast,43.0,44.0,41.65776,44.45537
Pennsylvania,now-cast,48.0,42.0,46.54886,43.519
Oklahoma,now-cast,30.0,57.0,28.636570000000006,57.5826
Texas,now-cast,40.0,47.0,38.55088,48.54642
Kentucky,now-cast,37.76,56.38,37.78416,57.04622
Virginia,now-cast,40.76,28.22,46.37269000000001,36.89103
Connecticut,now-cast,44.26,26.17,50.32906,35.22645
Louisiana,now-cast,22.83,49.2,28.74057,57.61763000000001
Hawaii,now-cast,51.0,25.0,53.48857,30.95738
Alabama,now-cast,37.02,55.52,36.83645,55.88916999999999
Oklahoma,now-cast,28.6,53.0,30.31276,55.17634
